name,full_name,description,modality,tasks,num_samples,splits,classes,num_classes,image_size,download_type,download_url,license,citation,tags,size_gb,notes,primary_category,modalities,item_count_unit,reported_quantities,source_landing_page_url,preferred_route_type,preferred_route_url,access_friction,requires_registration,requires_authentication,requires_api_token,requires_clickthrough,requires_manual_approval,requires_data_use_agreement,requires_author_contact,requires_payment,geographic_or_institutional_restriction,availability_status,route_last_checked,route_check_result,route_check_notes,acquisition_support,loader_backend,loader_name,loader_version,loader_live_tested,loader_test_date,loader_test_scope,loader_test_result,tested_command,failure_reason,source_terms,terms_evidence_url,terms_scope,terms_component_notes,dataset_doi,dataset_accession,repository_record_id,associated_publication_doi,software_doi,challenge_identifier,resource_version,canonical_resolver_url,alternate_sources,relationships,item_count_evidence_url,modality_evidence_url,task_evidence_url,citation_evidence_url,author_source_checked,source_check_date,source_check_status,access_check_status,transfer_check_status,record_id,canonical_name,normalized_source_term_category,license_family,resource_role,resource_role_definition,dataset_family_id,current_catalog_record
mm_retinal_reason,MM-Retinal-Reason: Ophthalmology Multimodal Reasoning Dataset,Ophthalmology-specific multimodal reasoning dataset built from 45 public datasets. Chain-of-thought reasoning traces for retinal VQA.,multimodal,"[""classification"", ""multilabel""]",130,"[""train"", ""val"", ""test""]",,,,huggingface,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,Mixed (inherits from 45 source datasets) — verify per-row,"MM-Retinal-Reason: Ophthalmology multimodal reasoning dataset. HuggingFace, 2025.","[""vqa"", ""vlm"", ""reasoning"", ""retina"", ""chain_of_thought""]",15.0,Aggregates 45 source datasets — image licenses inherit; verify per-row before commercial use.,multimodal,"[""fundus"", ""fundus_angiography"", ""oct"", ""text""]",question_answer_pairs,"[{""count"": 130, ""evidence_basis"": ""current_deposit_table"", ""evidence_url"": ""https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef"", ""exactness"": ""exact"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Sixty basic and seventy complex reasoning records"", ""unit"": ""question_answer_pairs""}, {""count"": 227, ""evidence_basis"": ""current_deposit_table"", ""evidence_url"": ""https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef"", ""exactness"": ""exact"", ""notes"": ""Complex records can reference more than one image; references need not be unique images."", ""primary"": false, ""review_date"": ""2026-08-01"", ""scope"": ""Image references across the 130 reasoning records"", ""unit"": ""image_references""}, {""count"": 45, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef"", ""exactness"": ""exact"", ""notes"": """", ""primary"": false, ""review_date"": ""2026-08-01"", ""scope"": ""Public source datasets reported by the resource"", ""unit"": ""source_datasets""}]",https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,data_platform,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,transfer_tested_partial,huggingface,huggingface_loader,0.4.0,False,2026-07-25,official_metadata_or_file_listing,metadata_or_file_listing_confirmed,python hub/audit/validate_acquisition.py,,Mixed (inherits from 45 source datasets) — verify per-row,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,mixed_components,Review the cited source for component-specific terms.,,,lxirich/MM-Retinal-Reason,,,,,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,[],"[{""target"": ""acrima"", ""type"": ""derived_from""}, {""target"": ""aptos2019"", ""type"": ""derived_from""}, {""target"": ""chaksu"", ""type"": ""derived_from""}, {""target"": ""ddr"", ""type"": ""derived_from""}, {""target"": ""deepdrid"", ""type"": ""derived_from""}, {""target"": ""drishti_gs"", ""type"": ""derived_from""}, {""target"": ""duke_chiu_boe"", ""type"": ""derived_from""}, {""target"": ""e_ophtha"", ""type"": ""derived_from""}, {""target"": ""eyepacs"", ""type"": ""derived_from""}, {""target"": ""fives"", ""type"": ""derived_from""}, {""target"": ""g1020"", ""type"": ""derived_from""}, {""target"": ""gamma"", ""type"": ""derived_from""}, {""target"": ""goals"", ""type"": ""derived_from""}, {""target"": ""hassan_composite_retina"", ""type"": ""derived_from""}, {""target"": ""hrf"", ""type"": ""derived_from""}, {""target"": ""idrid"", ""type"": ""derived_from""}, {""target"": ""jichi"", ""type"": ""derived_from""}, {""target"": ""kermany_oct"", ""type"": ""derived_from""}, {""target"": ""lag"", ""type"": ""derived_from""}, {""target"": ""oct_c8"", ""type"": ""derived_from""}, {""target"": ""octa_500"", ""type"": ""derived_from""}, {""target"": ""octdl"", ""type"": ""derived_from""}, {""target"": ""octid"", ""type"": ""derived_from""}, {""target"": ""oimhs"", ""type"": ""derived_from""}, {""target"": ""palm"", ""type"": ""derived_from""}, {""target"": ""papila"", ""type"": ""derived_from""}, {""target"": ""paraguay_dr"", ""type"": ""derived_from""}, {""target"": ""refuge2"", ""type"": ""derived_from""}, {""target"": ""rfmid"", ""type"": ""derived_from""}, {""target"": ""roc"", ""type"": ""derived_from""}, {""target"": ""stage_task1"", ""type"": ""derived_from""}, {""target"": ""stage_task2"", ""type"": ""derived_from""}, {""target"": ""stare"", ""type"": ""derived_from""}, {""target"": ""sustech_sysu"", ""type"": ""derived_from""}]",https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,True,2026-07-21,checked_against_cited_source,author_source_checked,metadata_or_file_listing_confirmed,mm_retinal_reason,MM-Retinal-Reason: Ophthalmology Multimodal Reasoning Dataset,unknown,unknown,annotation_layer,"A data product whose principal addition is labels, masks, reports, questions, reasoning records, or other annotations for existing data.",mm_retinal_reason,True
mmrdr,MMRDR: Multi-Modal Retinal Diabetic Retinopathy Dataset,"Multi-modal DR dataset combining color fundus photographs (CFP), OCT B-scans, and ultra-widefield (UWF) fundus images, annotated for DR detection and severity grading. Published in Nature Scientific Data 2026.",multimodal,"[""grading"", ""classification""]",24460,"[""train"", ""test""]","[""No DR"", ""Mild DR"", ""Moderate DR"", ""Severe DR"", ""Proliferative DR""]",5,,figshare,https://doi.org/10.6084/m9.figshare.29423747,CC BY 4.0,MMRDR: Multi-Modal Retinal Diabetic Retinopathy Dataset. Nature Scientific Data 2026. Figshare: https://doi.org/10.6084/m9.figshare.29423747 — GitHub: https://github.com/Vladimirovich2019/MMRDR_Evaluation,"[""dr"", ""fundus"", ""oct"", ""uwf"", ""multimodal"", ""figshare"", ""grading""]",18.61,"Contains 24,460 images across CFP, OCT, and UWF modalities. The CFP component is derived from OIA-DDR; OCT and UWF components are independently collected QEH cohorts. The source-reported unit is images rather than unique patients. Evaluation code: https://github.com/Vladimirovich2019/MMRDR_Evaluation",multimodal,"[""fundus"", ""oct"", ""uwf_fundus""]",images,"[{""count"": 24460, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://doi.org/10.6084/m9.figshare.29423747"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://doi.org/10.6084/m9.figshare.29423747,official_repository,https://doi.org/10.6084/m9.figshare.29423747,self_service_authenticated,True,True,,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,end_to_end_tested,figshare,figshare_loader,0.4.0,True,2026-07-31,complete_current_deposit_downloaded,complete_current_deposit_downloaded,python hub/audit/verify_download_and_load.py run,,CC BY 4.0,https://doi.org/10.6084/m9.figshare.29423747,dataset_files,Review the cited source for component-specific terms.,10.6084/m9.figshare.29423747,,10.6084/m9.figshare.29423747,,,,,https://doi.org/10.6084/m9.figshare.29423747,[],"[{""target"": ""ddr"", ""type"": ""derived_from""}]",https://doi.org/10.6084/m9.figshare.29423747,https://doi.org/10.6084/m9.figshare.29423747,https://doi.org/10.6084/m9.figshare.29423747,https://doi.org/10.6084/m9.figshare.29423747,True,2026-07-21,checked_against_cited_source,author_source_checked,complete_current_deposit_downloaded,mmrdr,MMRDR: Multi-Modal Retinal Diabetic Retinopathy Dataset,cc-by,cc-by,derivative_dataset,"A distinct data product that reuses one or more cataloged resources and adds processing, representations, synthesis, aggregation, or benchmark structure.",mmrdr,True
mpii_gaze,MPIIGaze Appearance-Based Gaze Estimation Dataset,"Longitudinal laptop-camera images captured during natural daily use with gaze targets, face geometry, and normalized views.",eye_tracking,"[""gaze_estimation"", ""regression""]",213659,"[""all""]",,,,manual,https://www.mpi-inf.mpg.de/de/departments/computer-vision-and-machine-learning/research/gaze-based-human-computer-interaction/appearance-based-gaze-estimation-in-the-wild,CC BY-NC-SA 4.0; non-commercial scientific use only,"Zhang X, Sugano Y, Fritz M, Bulling A. Appearance-Based Gaze Estimation in the Wild. CVPR. 2015:4511-4520.","[""eye_tracking"", ""gaze"", ""laptop"", ""longitudinal"", ""in_the_wild"", ""non_commercial""]",2.1,"The institutional page reports 213,659 images from 15 participants collected over more than three months and provides a 2.1 GB download for non-commercial scientific use.",eye_tracking,"[""eye_tracking""]",images,"[{""count"": 213659, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://www.mpi-inf.mpg.de/de/departments/computer-vision-and-machine-learning/research/gaze-based-human-computer-interaction/appearance-based-gaze-estimation-in-the-wild"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://www.mpi-inf.mpg.de/de/departments/computer-vision-and-machine-learning/research/gaze-based-human-computer-interaction/appearance-based-gaze-estimation-in-the-wild,documented_manual_route,https://www.mpi-inf.mpg.de/de/departments/computer-vision-and-machine-learning/research/gaze-based-human-computer-interaction/appearance-based-gaze-estimation-in-the-wild,anonymous_direct,False,False,False,False,False,False,False,False,unknown,available,2026-07-21,acquisition_route_verified,Author-conducted source check; transfer completeness was evaluated separately.,guided_instructions_only,manual,manual_loader,0.4.0,False,,unit_or_mocked_only,not_live_tested,,,CC BY-NC-SA 4.0; non-commercial scientific use only,https://www.mpi-inf.mpg.de/de/departments/computer-vision-and-machine-learning/research/gaze-based-human-computer-interaction/appearance-based-gaze-estimation-in-the-wild,dataset_files,Review the cited source for component-specific terms.,,,,,,,,https://www.mpi-inf.mpg.de/de/departments/computer-vision-and-machine-learning/research/gaze-based-human-computer-interaction/appearance-based-gaze-estimation-in-the-wild,[],[],https://www.mpi-inf.mpg.de/de/departments/computer-vision-and-machine-learning/research/gaze-based-human-computer-interaction/appearance-based-gaze-estimation-in-the-wild,https://www.mpi-inf.mpg.de/de/departments/computer-vision-and-machine-learning/research/gaze-based-human-computer-interaction/appearance-based-gaze-estimation-in-the-wild,https://www.mpi-inf.mpg.de/de/departments/computer-vision-and-machine-learning/research/gaze-based-human-computer-interaction/appearance-based-gaze-estimation-in-the-wild,https://www.mpi-inf.mpg.de/de/departments/computer-vision-and-machine-learning/research/gaze-based-human-computer-interaction/appearance-based-gaze-estimation-in-the-wild,True,2026-07-21,checked_against_cited_source,acquisition_route_verified,not_live_tested,mpii_gaze,MPIIGaze Appearance-Based Gaze Estimation Dataset,cc-by-nc-sa,cc-by-nc-sa,current_dataset,A current cataloged data product without a more specific structural role.,mpii_gaze,True
mpxv_ocular_manifestations_south_kivu,MPXV Ocular Manifestations South Kivu Dataset,Human clinical ocular-manifestation data from four South-Kivu health zones.,tabular,"[""classification"", ""measurement""]",,"[""all""]",,,,figshare,https://doi.org/10.1371/journal.pgph.0005971.s001,CC BY 4.0,Repository dataset record. 10.1371/journal.pgph.0005971.s001.,"[""figshare"", ""tabular"", ""classification"", ""measurement""]",,,tabular,"[""tabular""]",unknown,[],https://doi.org/10.1371/journal.pgph.0005971.s001,official_repository,https://doi.org/10.1371/journal.pgph.0005971.s001,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-02,official_metadata_and_file_listing_checked,No data files were transferred during source confirmation.,standard_platform_supported,figshare,figshare_loader,0.4.0,False,,unit_or_mocked_only,not_live_tested,,,CC BY 4.0,https://doi.org/10.1371/journal.pgph.0005971.s001,dataset_files,Review the cited source for component-specific terms.,10.1371/journal.pgph.0005971.s001,,31364760,10.1371/journal.pgph.0005971,,,1,https://doi.org/10.1371/journal.pgph.0005971.s001,[],[],https://doi.org/10.1371/journal.pgph.0005971.s001,https://doi.org/10.1371/journal.pgph.0005971.s001,https://doi.org/10.1371/journal.pgph.0005971.s001,https://doi.org/10.1371/journal.pgph.0005971.s001,True,2026-08-02,checked_against_official_repository,official_route_documented,not_run,mpxv_ocular_manifestations_south_kivu,MPXV Ocular Manifestations South Kivu Dataset,cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,mpxv_ocular_manifestations_south_kivu,True
mshf,Multi-Source Heterogeneous Fundus Dataset for Image Quality Assessment,Multi-source heterogeneous retinal fundus image-quality assessment dataset for training and evaluating quality-control models.,fundus,"[""quality_assessment"", ""classification""]",1302,"[""all""]",,,,figshare,https://doi.org/10.6084/m9.figshare.21507564,CC BY 4.0,"Jin K, Gao Z, Jiang X, Wang Y, Ma X, Li Y, Ye J. MSHF: A Multi-Source Heterogeneous Fundus Dataset for Image Quality Assessment. Figshare, 2023. doi:10.6084/m9.figshare.21507564","[""figshare"", ""fundus"", ""image_quality"", ""quality_assessment"", ""multi_source""]",1.06,Multi-source quality-assessment dataset; review source composition before treating all images as a single independent cohort.,fundus,"[""fundus""]",images,"[{""count"": 1302, ""evidence_basis"": ""current_deposit_file_listing"", ""evidence_url"": ""https://doi.org/10.6084/m9.figshare.21507564"", ""exactness"": ""exact"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Unique source images in the Original directory"", ""unit"": ""images""}, {""count"": 1302, ""evidence_basis"": ""current_deposit_file_listing"", ""evidence_url"": ""https://doi.org/10.6084/m9.figshare.21507564"", ""exactness"": ""exact"", ""notes"": ""These are copies of the 1,302 source images and are not an additional cohort."", ""primary"": false, ""review_date"": ""2026-08-01"", ""scope"": ""Train/test analysis copies"", ""unit"": ""images""}]",https://doi.org/10.6084/m9.figshare.21507564,official_repository,https://doi.org/10.6084/m9.figshare.21507564,self_service_authenticated,True,True,,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,end_to_end_tested,figshare,figshare_loader,0.4.0,True,2026-07-31,complete_current_deposit_downloaded,complete_current_deposit_downloaded,python hub/audit/verify_download_and_load.py run,,CC BY 4.0,https://doi.org/10.6084/m9.figshare.21507564,dataset_files,Review the cited source for component-specific terms.,10.6084/m9.figshare.21507564,,10.6084/m9.figshare.21507564,,,,,https://doi.org/10.6084/m9.figshare.21507564,[],[],https://doi.org/10.6084/m9.figshare.21507564,https://doi.org/10.6084/m9.figshare.21507564,https://doi.org/10.6084/m9.figshare.21507564,https://doi.org/10.6084/m9.figshare.21507564,True,2026-07-21,checked_against_cited_source,author_source_checked,complete_current_deposit_downloaded,mshf,Multi-Source Heterogeneous Fundus Dataset for Image Quality Assessment,cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,mshf,True
msila_fundus_dr,M'Sila Retinal Fundus Dataset for Diabetic Retinopathy Classification,"Anonymized retinal fundus images from an ophthalmology clinic in M'Sila, Algeria for diabetic-retinopathy classification.",fundus,"[""classification"", ""grading""]",1335,"[""all""]",,,,zenodo,https://zenodo.org/records/19169587,CC BY 4.0,"M'Sila retinal fundus dataset for diabetic retinopathy classification. Zenodo, 2026. doi:10.5281/zenodo.19169587","[""zenodo"", ""fundus"", ""diabetic_retinopathy"", ""algeria""]",1.47,,fundus,"[""fundus""]",images,"[{""count"": 1335, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://zenodo.org/records/19169587"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://zenodo.org/records/19169587,official_repository,https://zenodo.org/records/19169587,self_service_authenticated,True,True,,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,standard_platform_supported,zenodo,zenodo_loader,0.4.0,False,,unit_or_mocked_only,not_live_tested,,,CC BY 4.0,https://zenodo.org/records/19169587,dataset_files,Review the cited source for component-specific terms.,10.5281/zenodo.19169587,,records/19169587,,,,,https://doi.org/10.5281/zenodo.19169587,[],[],https://zenodo.org/records/19169587,https://zenodo.org/records/19169587,https://zenodo.org/records/19169587,https://zenodo.org/records/19169587,True,2026-07-21,checked_against_cited_source,author_source_checked,not_live_tested,msila_fundus_dr,M'Sila Retinal Fundus Dataset for Diabetic Retinopathy Classification,cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,msila_fundus_dr,True
multieye,MultiEYE: OCT-Enhanced Fundus Multi-Disease Benchmark,"58,036 fundus + 45,923 OCT images assembled for multi-disease classification (8 classes) with cross-modal distillation. Sourced from multiple public ophthalmic datasets.",multimodal,"[""classification""]",103959,"[""train"", ""val"", ""test""]",,8,,huggingface,https://huggingface.co/datasets/Luxuriant16/MultiEYE,MIT,"MultiEYE: OCT-Enhanced Fundus Multi-Disease Benchmark, IEEE TMI 2025; arXiv:2412.09402","[""multimodal"", ""fundus"", ""oct"", ""cross_modal"", ""distillation""]",27.3,Re-aggregates several source datasets — image licenses inherit from their original sources. Verify per-component before reuse.,multimodal,"[""fundus"", ""oct""]",images,"[{""count"": 103959, ""evidence_basis"": ""derived_from_reported_components"", ""evidence_url"": ""https://arxiv.org/abs/2412.09402"", ""exactness"": ""exact"", ""notes"": ""Component source datasets overlap other catalog records."", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Fundus and OCT images across the composite benchmark"", ""unit"": ""images""}, {""count"": 58036, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://arxiv.org/abs/2412.09402"", ""exactness"": ""exact"", ""notes"": """", ""primary"": false, ""review_date"": ""2026-08-01"", ""scope"": ""Fundus component"", ""unit"": ""images""}, {""count"": 45923, ""evidence_basis"": ""official_source_description"", ""evidence_url"": ""https://arxiv.org/abs/2412.09402"", ""exactness"": ""exact"", ""notes"": """", ""primary"": false, ""review_date"": ""2026-08-01"", ""scope"": ""OCT component"", ""unit"": ""images""}]",https://huggingface.co/datasets/Luxuriant16/MultiEYE,data_platform,https://huggingface.co/datasets/Luxuriant16/MultiEYE,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,standard_platform_supported,huggingface,huggingface_loader,0.4.0,False,,unit_or_mocked_only,not_live_tested,,,MIT,https://huggingface.co/datasets/Luxuriant16/MultiEYE,unknown,Review the cited source for component-specific terms.,,,Luxuriant16/MultiEYE,,,,,https://huggingface.co/datasets/Luxuriant16/MultiEYE,[],"[{""target"": ""ddr"", ""type"": ""derived_from""}, {""target"": ""eyepacs"", ""type"": ""derived_from""}, {""target"": ""fives"", ""type"": ""derived_from""}, {""target"": ""goals"", ""type"": ""derived_from""}, {""target"": ""hassan_composite_retina"", ""type"": ""derived_from""}, {""target"": ""kermany_oct"", ""type"": ""derived_from""}, {""target"": ""messidor2"", ""type"": ""derived_from""}, {""target"": ""octid"", ""type"": ""derived_from""}, {""target"": ""odir2019"", ""type"": ""derived_from""}, {""target"": ""rfmid"", ""type"": ""derived_from""}, {""target"": ""rfmid2"", ""type"": ""derived_from""}, {""target"": ""stare"", ""type"": ""derived_from""}, {""target"": ""vietai_retinal_disease"", ""type"": ""derived_from""}]",https://arxiv.org/abs/2412.09402,https://huggingface.co/datasets/Luxuriant16/MultiEYE,https://huggingface.co/datasets/Luxuriant16/MultiEYE,https://huggingface.co/datasets/Luxuriant16/MultiEYE,True,2026-07-21,checked_against_cited_source,author_source_checked,not_live_tested,multieye,MultiEYE: OCT-Enhanced Fundus Multi-Disease Benchmark,mit,mit,derivative_dataset,"A distinct data product that reuses one or more cataloged resources and adds processing, representations, synthesis, aggregation, or benchmark structure.",multieye,True
mured,MuReD: Multi-label Retinal Diseases Dataset,"2,208 color fundus images with 20-class multi-label disease annotations.",fundus,"[""multilabel"", ""classification""]",2208,"[""train"", ""test""]",,20,,mendeley,https://data.mendeley.com/datasets/pc4mb3h8hz/1,CC BY 4.0,"Rodriguez MA, AlMarzouqi H, Liatsis P, 'Multi-label Retinal Disease Classification using Transformers', IEEE Journal of Biomedical and Health Informatics 27(6):2739-2750, 2022. arXiv:2207.02335","[""fundus"", ""multilabel"", ""multi_disease""]",2.0,"The official source states that images from STARE, RFMiD, and ARIA were post-processed for this release. ARIA is not a separate EyeDataHub record.",fundus,"[""fundus""]",images,"[{""count"": 2208, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://data.mendeley.com/datasets/pc4mb3h8hz/1"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://data.mendeley.com/datasets/pc4mb3h8hz/1,official_repository,https://data.mendeley.com/datasets/pc4mb3h8hz/1,self_service_authenticated,True,True,,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,standard_platform_supported,mendeley,mendeley_loader,0.4.0,False,,unit_or_mocked_only,not_live_tested,,,CC BY 4.0,https://data.mendeley.com/datasets/pc4mb3h8hz/1,dataset_files,Review the cited source for component-specific terms.,10.17632/pc4mb3h8hz.1,,pc4mb3h8hz/1,,,,,https://doi.org/10.17632/pc4mb3h8hz.1,[],"[{""target"": ""rfmid"", ""type"": ""derived_from""}, {""target"": ""stare"", ""type"": ""derived_from""}]",https://data.mendeley.com/datasets/pc4mb3h8hz/1,https://data.mendeley.com/datasets/pc4mb3h8hz/1,https://data.mendeley.com/datasets/pc4mb3h8hz/1,https://data.mendeley.com/datasets/pc4mb3h8hz/1,True,2026-07-21,checked_against_cited_source,author_source_checked,not_live_tested,mured,MuReD: Multi-label Retinal Diseases Dataset,cc-by,cc-by,derivative_dataset,"A distinct data product that reuses one or more cataloged resources and adds processing, representations, synthesis, aggregation, or benchmark structure.",mured,True
myopic_regression_fundus,Myopic Regression after Corneal Refractive Surgery Fundus Sample,Public sample fundus photographs and measurements for modeling myopic regression after corneal refractive surgery.,fundus,"[""regression"", ""classification""]",330,"[""all""]",,,,mendeley,https://data.mendeley.com/datasets/k34rvfw3dg/2,CC BY 4.0,"Machine learning predicting myopic regression after corneal refractive surgery. Mendeley Data, V2, 2021. doi:10.17632/k34rvfw3dg.2","[""mendeley"", ""fundus"", ""myopia"", ""refractive_surgery""]",0.2,Public sample release; not the full original clinical study dataset.,fundus,"[""fundus""]",images,"[{""count"": 330, ""evidence_basis"": ""legacy_catalog_field"", ""evidence_url"": ""https://data.mendeley.com/datasets/k34rvfw3dg/2"", ""exactness"": ""not_assessed"", ""notes"": """", ""primary"": true, ""review_date"": ""2026-08-01"", ""scope"": ""Primary quantity reported in the reviewed catalog source"", ""unit"": ""images""}]",https://data.mendeley.com/datasets/k34rvfw3dg/2,official_repository,https://data.mendeley.com/datasets/k34rvfw3dg/2,self_service_authenticated,True,True,,False,False,False,False,False,unknown,available,2026-07-21,author_source_checked,Author-conducted source check; transfer completeness was evaluated separately.,standard_platform_supported,mendeley,mendeley_loader,0.4.0,False,,unit_or_mocked_only,not_live_tested,,,CC BY 4.0,https://data.mendeley.com/datasets/k34rvfw3dg/2,dataset_files,Review the cited source for component-specific terms.,10.17632/k34rvfw3dg.2,,k34rvfw3dg/2,,,,,https://doi.org/10.17632/k34rvfw3dg.2,[],[],https://data.mendeley.com/datasets/k34rvfw3dg/2,https://data.mendeley.com/datasets/k34rvfw3dg/2,https://data.mendeley.com/datasets/k34rvfw3dg/2,https://data.mendeley.com/datasets/k34rvfw3dg/2,True,2026-07-21,checked_against_cited_source,author_source_checked,not_live_tested,myopic_regression_fundus,Myopic Regression after Corneal Refractive Surgery Fundus Sample,cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,myopic_regression_fundus,True
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,"Tobii Pro Glasses 3 natural-scene viewing recordings with gaze, IMU, event, video, and snapshot files.",eye_tracking,"[""gaze_estimation"", ""measurement""]",,"[""all""]",,,,figshare,https://doi.org/10.6084/m9.figshare.30520733.v1,CC BY 4.0,Repository dataset record. 10.6084/m9.figshare.30520733.v1.,"[""figshare"", ""eye_tracking"", ""gaze_estimation"", ""measurement""]",,"Collection-level anchor. Official components include 30520775, 30520829, 30520892, 30520925, and 30520979. The public file listings for 30520775 and 30520892 are byte-identical Indoor Scene 3 deposits.",eye_tracking,"[""eye_tracking""]",signals,[],https://doi.org/10.6084/m9.figshare.30520733.v1,official_repository,https://doi.org/10.6084/m9.figshare.30520733.v1,self_service_authenticated,True,True,True,False,False,False,False,False,unknown,available,2026-08-02,official_metadata_and_file_listing_checked,No data files were transferred during source confirmation.,standard_platform_supported,figshare,figshare_loader,0.4.0,False,,unit_or_mocked_only,not_live_tested,,,CC BY 4.0,https://doi.org/10.6084/m9.figshare.30520733.v1,dataset_files,Review the cited source for component-specific terms.,10.6084/m9.figshare.30520733.v1,,30520733,,,,1,https://doi.org/10.6084/m9.figshare.30520733.v1,"[{""identifier"": ""30520775"", ""notes"": ""Indoor Scene 3 component; official file listing is byte-identical to 30520892."", ""platform"": ""figshare"", ""role"": ""component_deposit"", ""url"": ""https://figshare.com/articles/dataset/30520775"", ""version"": ""1""}, {""identifier"": ""30520829"", ""notes"": ""Outdoor Scene 1 component."", ""platform"": ""figshare"", ""role"": ""component_deposit"", ""url"": ""https://figshare.com/articles/dataset/30520829"", ""version"": ""1""}, {""identifier"": ""30520892"", ""notes"": ""Indoor Scene 3 component; duplicate payload of 30520775."", ""platform"": ""figshare"", ""role"": ""component_deposit"", ""url"": ""https://figshare.com/articles/dataset/30520892"", ""version"": ""1""}, {""identifier"": ""30520925"", ""notes"": ""Outdoor Scene 2 component."", ""platform"": ""figshare"", ""role"": ""component_deposit"", ""url"": ""https://figshare.com/articles/dataset/30520925"", ""version"": ""1""}, {""identifier"": ""30520979"", ""notes"": ""Outdoor Scene 3 component."", ""platform"": ""figshare"", ""role"": ""component_deposit"", ""url"": ""https://figshare.com/articles/dataset/30520979"", ""version"": ""1""}]",[],https://doi.org/10.6084/m9.figshare.30520733.v1,https://doi.org/10.6084/m9.figshare.30520733.v1,https://doi.org/10.6084/m9.figshare.30520733.v1,https://doi.org/10.6084/m9.figshare.30520733.v1,True,2026-08-02,checked_against_official_repository,official_route_documented,not_run,natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,cc-by,cc-by,current_dataset,A current cataloged data product without a more specific structural role.,natural_scene_eye_tracking_collection,True
