record_id,canonical_name,dataset_doi,source_version,source_title,expected_file_count,expected_bytes,source_data_origin,population_scope,population_evidence,file_review_level,structure_summary,data_granularity,plausible_model_use,evidence_basis,model_use_decision,headline_catalog_included,reason,related_catalog_record_ids_or_names,confidence,review_date
dryad_nhp_trachoma_immunity,Nonhuman Primate Trachoma Immune Dataset,10.5061/dryad.69p8cz982,3,Multimodal mucosal and systemic immune characterization of a non-human primate trachoma model highlights the critical role of local immunity during acute phase disease,2,1715551877,nonhuman_or_nonhuman_derived,nonhuman_primate,Multimodal mucosal and systemic immune characterization of a non-human primate trachoma model highlights the critical role of local immunity during acute phase disease Trachoma is a leading cause of infection-related blindness worldwide.,complete_official_file_listing,official_current_version_file_listing_reviewed,"nonhuman primate observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify nonhuman primate; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Multimodal mucosal and systemic immune characterization of a non-human primate trachoma model highlights the critical role of local immunity during acute phase disease  is explicitly nonhuman primate; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_nigeria_cataract_services,Nigeria Cataract Services Dataset,10.5061/dryad.13bp2,1,Data from: Changing patterns of cataract services in North-West Nigeria: 2005–2016,2,418304,human_participant_or_patient_data,human_participant_or_patient_data,"The CSR in Sokoto state increased from 272 (1005 operations) in 2006, to 596 (2799 operations) in 2014.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: file_type_confirmed=1, xls_workbook=1",Wurno population-survey workbook for persons aged 50+ with cataract-service observations,cataract blindness/coverage or service-outcome modeling,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include README_for_Wurno zone Sokoto Nigeria_2005.doc, Wurno zone Sokoto Nigeria_2005.xls.",included_human_or_human_derived_model_resource,True,"The deposit documents Wurno population-survey workbook for persons aged 50+ with cataract-service observations, providing structured human-derived inputs and/or targets for cataract blindness/coverage or service-outcome modeling.",,high,2026-08-02
dryad_ocular_chemical_injuries_shanghai,Clinical characteristics of patients hospitalized for ocular chemical injuries in Shanghai from 2012 to 2017,10.5061/dryad.9707661,3,Clinical characteristics of patients hospitalized for ocular chemical injuries in Shanghai from 2012 to 2017,1,25035,human_participant_or_patient_data,human_participant_or_patient_data,"Conclusion: We elaborate the clinical characteristics and outcomes of patients with ocular chemical injuries in Jinshan District, Shanghai.",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,hospitalized-patient ocular chemical-injury clinical table,injury phenotype or outcome prediction,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Data.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents hospitalized-patient ocular chemical-injury clinical table, providing structured human-derived inputs and/or targets for injury phenotype or outcome prediction.",,medium,2026-08-02
dryad_ocular_gvhd_mouse,Ocular graft vs host disease mouse model,10.5061/dryad.k6djh9w8z,5,Ocular graft vs host disease mouse model,2,119708,nonhuman_or_nonhuman_derived,mouse,Ocular graft vs host disease mouse model Ocular graft versus host disease (OGvHD) develops in nearly 50% of patients after allogeneic hematopoietic stem cell transplantation (HSCT) and frequently manifests as dry eye disease (DED).,complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: text=1, xlsx_workbook=1","mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Ocular graft vs host disease mouse model is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_ocular_surface_amr,Ocular Surface AMR Keratitis Dataset,10.5061/dryad.6t1g1jx9s,7,Comparison of antimicrobial resistance genes on the ocular surface of patients with corneal infections in California and Malawi,3,12880,human_participant_or_patient_data,human_participant_or_patient_data,"Conclusions: As determined by RNA-seq, ocular surface AMR gene mutations are common in patients with infectious keratitis.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=2, text=1",97 patient-level ocular-surface AMR count profiles with metadata,AMR-class prediction,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include CAPRICORN_Malawi_UCSF_counts_cpm_per_patient_AMR_classes.csv, CAPRICORN_Malawi_UCSF_manuscript_data_share_metadata.csv, README.md.",included_human_or_human_derived_model_resource,True,"The deposit documents 97 patient-level ocular-surface AMR count profiles with metadata, providing structured human-derived inputs and/or targets for AMR-class prediction.",,medium,2026-08-02
dryad_optic_neuritis_metacontrast,Dichoptic metacontrast masking functions to infer transmission delay in optic neuritis,10.5061/dryad.cp4j7,1,Data from: Dichoptic metacontrast masking functions to infer transmission delay in optic neuritis,1,309018,human_participant_or_patient_data,human_participant_or_patient_data,Data from: Dichoptic metacontrast masking functions to infer transmission delay in optic neuritis Optic neuritis (ON) has detrimental effects on the transmission of neuronal signals generated at the earliest stages of visual information processing.,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: zip_archive=1,human participant psychophysical masking-function matrices,optic-neuritis transmission-delay estimation,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include MetacontrastOpticNeuritis.zip.,included_human_or_human_derived_model_resource,True,"The deposit documents human participant psychophysical masking-function matrices, providing structured human-derived inputs and/or targets for optic-neuritis transmission-delay estimation.",,medium,2026-08-02
dryad_pediatric_corneal_endothelium,Corneal endothelial morphology of healthy myopic Malaysian children of Chinese ethnicity aged 8-9 years and its association with axial length,10.5061/dryad.hhmgqnkjc,5,Corneal endothelial morphology of healthy myopic Malaysian children of Chinese ethnicity aged 8-9 years and its association with axial length,2,19455,human_participant_or_patient_data,human_participant_or_patient_data,Background: To examine the morphology of corneal endothelium cells in healthy Chinese Malaysian school children with emmetropia and mild to moderate myopia and its association with axial length.,complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: text=1, xlsx_workbook=1",child eye-level corneal-endothelial and axial-length measurements,endothelial-morphology regression,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include F1000_ECD_raw_data_submitted.xlsx, README.txt.",included_human_or_human_derived_model_resource,True,"The deposit documents child eye-level corneal-endothelial and axial-length measurements, providing structured human-derived inputs and/or targets for endothelial-morphology regression.",,medium,2026-08-02
dryad_pediatric_myopia_longitudinal,Axial length elongation and myopia incidence increase in primary school-age children: 3-year follow-up study,10.5061/dryad.d4mb3pn,3,Data from: Axial length elongation and myopia incidence increase in primary school-age children: 3-year follow-up study,1,155656,human_participant_or_patient_data,human_participant_or_patient_data,Effect strategies are needed to control AL elongation.,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,child-level three-year axial-length/myopia follow-up table,myopia-onset or elongation prediction,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Data3.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents child-level three-year axial-length/myopia follow-up table, providing structured human-derived inputs and/or targets for myopia-onset or elongation prediction.",,medium,2026-08-02
dryad_pediatric_optical_quality,Intra- and intersession repeatability of an optical quality and intraocular scattering measurement system in children,10.5061/dryad.bm8nv,1,Data from: Intra- and intersession repeatability of an optical quality and intraocular scattering measurement system in children,1,53725,human_participant_or_patient_data,human_participant_or_patient_data,"An optical quality analysis system (OQAS) was used to measure optical quality parameters, including modulation transfer function cutoff frequency (MTFcutoff), Strehl ratio (SR), OQAS values (OV) at 3 different contrasts and objective scatter index (OSI).",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,child eye/session optical-quality and scattering measurements,repeatability or optical-quality regression,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include data-Optical Quality Measurement in Children-1.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents child eye/session optical-quality and scattering measurements, providing structured human-derived inputs and/or targets for repeatability or optical-quality regression.",,medium,2026-08-02
dryad_pediatric_secondary_iol,Pediatric Secondary IOL Outcome Dataset,10.5061/dryad.5t9d1,1,Data from: Long-term visual outcomes of secondary intraocular lens implantation in children with congenital cataract,1,21814,human_participant_or_patient_data,human_participant_or_patient_data,"Laterality, type of cataract (total or partial opacity), sex, age at primary and secondary surgeries, visual axis opacity (VAO), compliance with amblyopia therapy, postoperative ocular complications, refractive error, ocular alignment, and best corrected visual acuity (BCVA) at last follow-up were recorded; potential factors that might have affected the visual results were evaluated.",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,child eye-level secondary-IOL surgery and long-term visual outcomes,pediatric surgical-outcome prediction,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Data for secondary IOL implantation.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents child eye-level secondary-IOL surgery and long-term visual outcomes, providing structured human-derived inputs and/or targets for pediatric surgical-outcome prediction.",,medium,2026-08-02
dryad_pg4f4qrwf,Genotype-phenotype associations in CRB1 bi-allelic patients: a novel mutation and a systematic review,10.5061/dryad.pg4f4qrwf,4,Genotype-phenotype associations in CRB1 bi-allelic patients: a novel mutation and a systematic review,5,79049,human_related_literature_or_database_analysis,human_related_literature_or_database_analysis,"Genotype-phenotype associations in CRB1 bi-allelic patients: a novel mutation and a systematic review Purpose : Searched for novel bi-allelic CRB1 mutations, then analyzed the CRB1 literature at the genotypic and phenotypic levels from 439 patients worldwide.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=1, text=4",systematic-review and literature-curated genotype-phenotype table,None: literature/meta-analysis output is outside the boundary,Official Dryad source metadata and file listing; official_current_version_file_listing_reviewed.,excluded_analysis_only,False,"The deposit combines a systematic review of published CRB1 cases with an analysis table, rather than releasing a reusable primary participant dataset.",,high,2026-08-02
dryad_pk0p2ngzh,Morphometric analysis of retinal ganglionic cells (3D confocal images) analyzed using filament tracer from Imaris software,10.5061/dryad.pk0p2ngzh,6,Morphometric analysis of retinal ganglionic cells (3D confocal images) analyzed using filament tracer from Imaris software,12,37594711764,nonhuman_or_nonhuman_derived,mole_rat,Morphometric analysis of retinal ganglionic cells (3D confocal images) analyzed using filament tracer from Imaris software This dataset contains high-resolution 3D confocal microscopy images of retinal ganglion cells (RGCs) from the retina of mole-rat models Fukomys mechowii and Fukomys anselli .,complete_official_file_listing,official_current_version_file_listing_reviewed,"mole rat observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mole rat; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Morphometric analysis of retinal ganglionic cells (3D confocal images) analyzed using filament tracer from Imaris software is explicitly mole rat; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_pk31jt2,Data from: Low incidence of choroidal neovascularization following subthreshold diode micropulse laser (SDM) in high-risk AMD,10.5061/dryad.pk31jt2,1,Data from: Low incidence of choroidal neovascularization following subthreshold diode micropulse laser (SDM) in high-risk AMD,1,64398,human_participant_or_patient_data,human_participant_or_patient_data,Data from: Low incidence of choroidal neovascularization following subthreshold diode micropulse laser (SDM) in high-risk AMD Purpose: To determine the incidence of new choroidal neovascularization (CNV) in eyes with dry age-related macular degeneration (AMD) following subthreshold diode micropulse laser (SDM).,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,552-row high-risk AMD laser-treatment clinical workbook,CNV-risk or treatment-outcome prediction,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include CNV study Updated Excel Dryad  .xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents 552-row high-risk AMD laser-treatment clinical workbook, providing structured human-derived inputs and/or targets for CNV-risk or treatment-outcome prediction.",,medium,2026-08-02
dryad_pnvx0k6hv,Time trends and associated factors of axial length in 4 and 5 year-olds children in Shanghai from 2013 to 2019,10.5061/dryad.pnvx0k6hv,3,Time trends and associated factors of axial length in 4 and 5 year-olds children in Shanghai from 2013 to 2019,1,177499,human_participant_or_patient_data,human_participant_or_patient_data,Time trends and associated factors of axial length in 4 and 5 year-olds children in Shanghai from 2013 to 2019,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,two large child axial-length observation tables,axial-length trend prediction,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Data.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents two large child axial-length observation tables, providing structured human-derived inputs and/or targets for axial-length trend prediction.",,medium,2026-08-02
dryad_preeclampsia_ocular_octa,Plane wave ultrasound and OCT angiography of the eye in preeclampsia,10.5061/dryad.j0zpc86kg,4,Plane wave ultrasound and OCT angiography of the eye in preeclampsia,2,52502,human_participant_or_patient_data,human_participant_or_patient_data,Plane wave ultrasound and OCT angiography of the eye in preeclampsia,complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: file_type_confirmed=1, text=1",human preeclampsia eye ultrasound/OCTA measurement dataset,preeclampsia-related ocular biomarker modeling,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include PE_ran.sav, README.md.",included_human_or_human_derived_model_resource,True,"The deposit documents human preeclampsia eye ultrasound/OCTA measurement dataset, providing structured human-derived inputs and/or targets for preeclampsia-related ocular biomarker modeling.",,medium,2026-08-02
dryad_primate_on_dsgc,Primate ON Direction-Selective Ganglion Cell Dataset,10.5061/dryad.47d7wm3kx,4,An ON-type direction selective ganglion cell in primate retina,13,64655258350,nonhuman_or_nonhuman_derived,nonhuman_primate,"An ON-type direction selective ganglion cell in primate retina To maintain a stable and clear image of the world, our eyes reflexively follow the direction in which a visual scene is moving.",complete_official_file_listing,official_current_version_file_listing_reviewed,"nonhuman primate observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify nonhuman primate; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,An ON-type direction selective ganglion cell in primate retina is explicitly nonhuman primate; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_prpf31_gene_augmentation,Gene augmentation prevents retinal degeneration in a CRISPR/Cas9-based mouse model of PRPF31 retinitis pigmentosa,10.5061/dryad.bcc2fqzf1,6,Gene augmentation prevents retinal degeneration in a CRISPR/Cas9-based mouse model of PRPF31 retinitis pigmentosa,39,265506337,nonhuman_or_nonhuman_derived,nonhuman_primate,The official deposit is a mouse-model study; its FASTQ files do not document a separable human component.,complete_official_file_listing,official_current_version_file_listing_reviewed,"nonhuman primate observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify nonhuman primate; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Gene augmentation prevents retinal degeneration in a CRISPR/Cas9-based mouse model of PRPF31 retinitis pigmentosa is explicitly nonhuman primate; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_pvd_diagnostic_oct,"Accuracy of biomicroscopy, ultrasonography and spectral-domain OCT in detection of complete posterior vitreous detachment",10.5061/dryad.h44j0zpnp,8,"Accuracy of biomicroscopy, ultrasonography and spectral-domain OCT in detection of complete posterior vitreous detachment",2,68301,human_participant_or_patient_data,human_participant_or_patient_data,"Accuracy of biomicroscopy, ultrasonography and spectral-domain OCT in detection of complete posterior vitreous detachment Purpose : To evaluate the accuracy of pre-operative biomicroscopy (BM), ultrasonography (US), and spectral domain optical coherence tomography (SD-OCT) for determining complete posterior vitreous detachment (PVD) confirmed by intraoperative findings of triamcinolone acetonide-assisted pars plana vitrectomy (PPV).",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: text=1, xls_workbook=1","patient-eye biomicroscopy, ultrasound, and OCT diagnostic table",complete-PVD diagnostic classification,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Accuracy_of_BM_US_and_SD_OCT_in_detection_of_complete_PVD.xls, README.md.",included_human_or_human_derived_model_resource,True,"The deposit documents patient-eye biomicroscopy, ultrasound, and OCT diagnostic table, providing structured human-derived inputs and/or targets for complete-PVD diagnostic classification.",,medium,2026-08-02
dryad_pzgmsbcfw,Anti-vegf therapy in diabetic macular oedema patients over four years,10.5061/dryad.pzgmsbcfw,9,Anti-vegf therapy in diabetic macular oedema patients over four years,2,5116953,human_participant_or_patient_data,human_participant_or_patient_data,"Cox proportional hazards modelling identified injection number (hazard ratio [HR] = 1.18), male gender (HR = 1.13), and baseline VA (HR = 1.09) as independent predictors to reach a favourable visual outcome of more than 70 Early Treatment Diabetic Retinopathy Study (ETDRS) letters.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=1, text=1","40,281-row diabetic-macular-oedema treatment visit table",anti-VEGF visual/outcome prediction,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include 200319_DMO_report1_anonymised.csv, r_code_for_analysis.R.",included_human_or_human_derived_model_resource,True,"The deposit documents 40,281-row diabetic-macular-oedema treatment visit table, providing structured human-derived inputs and/or targets for anti-VEGF visual/outcome prediction.",,medium,2026-08-02
dryad_pzgmsbcmk,Two-photon calcium recordings of cones,10.5061/dryad.pzgmsbcmk,3,Two-photon calcium recordings of cones,13,873473805,nonhuman_or_nonhuman_derived,zebrafish,"Two-photon calcium recordings of cones For colour vision, retinal circuits separate information about intensity and wavelength.",complete_official_file_listing,official_current_version_file_listing_reviewed,"zebrafish observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify zebrafish; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Two-photon calcium recordings of cones is explicitly zebrafish; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_q6rv0kz3,Asymmetric retinal direction tuning predicts optokinetic eye movements across stimulus conditions,10.7272/q6rv0kz3,6,Asymmetric retinal direction tuning predicts optokinetic eye movements across stimulus conditions,19,692655940,nonhuman_or_nonhuman_derived,mouse,How oDSGC activity is integrated centrally to generate behavior remains unknown.,complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Asymmetric retinal direction tuning predicts optokinetic eye movements across stimulus conditions is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_q6w37t8b,10x Lacrimal Gland scRNA seq data matrix,10.7272/q6w37t8b,1,10x Lacrimal Gland scRNA seq data matrix,6,15610092,nonhuman_or_nonhuman_derived,mouse,10x Lacrimal Gland scRNA seq data matrix Isolated Lacrimal gland for Single Cell RNA sequence data from E16 and P4 mice.,complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,10x Lacrimal Gland scRNA seq data matrix is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_q83bk3jnw,Disease parameters following ocular herpes simplex virus type 1 infection are similar in male and female BALB/C mice,10.5061/dryad.q83bk3jnw,4,Disease parameters following ocular herpes simplex virus type 1 infection are similar in male and female BALB/C mice,7,4289591,nonhuman_or_nonhuman_derived,mouse,Disease parameters following ocular herpes simplex virus type 1 infection are similar in male and female BALB/C mice Sex-related differences in the incidence or severity of infection have been described for multiple viruses.,complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Disease parameters following ocular herpes simplex virus type 1 infection are similar in male and female BALB/C mice is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_qfttdz0dr,Association of APOE gene polymorphisms with primary open angle glaucoma in Brazilian patients,10.5061/dryad.qfttdz0dr,3,Association of APOE gene polymorphisms with primary open angle glaucoma in Brazilian patients,1,59357,human_participant_or_patient_data,human_participant_or_patient_data,Association of APOE gene polymorphisms with primary open angle glaucoma in Brazilian patients,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,Brazilian glaucoma case/control APOE genotype and clinical workbook,glaucoma genetic-risk classification,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Occhiutto_ML_et_al._APOE_Glaucoma_anonymized_data.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents Brazilian glaucoma case/control APOE genotype and clinical workbook, providing structured human-derived inputs and/or targets for glaucoma genetic-risk classification.",,medium,2026-08-02
dryad_r4xgxd2nt,Restoration of cone circuit functionality in the regenerating adult zebrafish retina,10.5061/dryad.r4xgxd2nt,6,Restoration of cone circuit functionality in the regenerating adult zebrafish retina,6,3340308791,nonhuman_or_nonhuman_derived,zebrafish,"Restoration of cone circuit functionality in the regenerating adult zebrafish retina Unlike humans, teleosts like zebrafish exhibit robust retinal regeneration after injury from endogenous stem cells.",complete_official_file_listing,official_current_version_file_listing_reviewed,"zebrafish observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify zebrafish; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Restoration of cone circuit functionality in the regenerating adult zebrafish retina is explicitly zebrafish; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_r7s04,"Data from: Prevalence of depression, anxiety, adjustment disorders, and somatoform disorders in patients with age-related macular degeneration in Germany",10.5061/dryad.r7s04,1,"Data from: Prevalence of depression, anxiety, adjustment disorders, and somatoform disorders in patients with age-related macular degeneration in Germany",1,1253376,human_participant_or_patient_data,human_participant_or_patient_data,"Data from: Prevalence of depression, anxiety, adjustment disorders, and somatoform disorders in patients with age-related macular degeneration in Germany Aims: The purpose of this study was to analyze the prevalence of depression, anxiety, adjustment disorders, and somatoform disorders in patients diagnosed with age-related macular degeneration (AMD) in Germany.",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xls_workbook=1,matched AMD/control patient records from primary-care practices,AMD-associated mental-health risk classification,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include macula.xls.,included_human_or_human_derived_model_resource,True,"The deposit documents matched AMD/control patient records from primary-care practices, providing structured human-derived inputs and/or targets for AMD-associated mental-health risk classification.",,medium,2026-08-02
dryad_r7sqv9sqs,Deletion in CACNA1F gene causes X-linked progressive retinal atrophy in English Cocker Spaniel dogs,10.5061/dryad.r7sqv9sqs,4,Deletion in CACNA1F gene causes X-linked progressive retinal atrophy in English Cocker Spaniel dogs,11,139241181282,nonhuman_or_nonhuman_derived,canine,Deletion in CACNA1F gene causes X-linked progressive retinal atrophy in English Cocker Spaniel dogs Progressive retinal atrophy (PRA) was diagnosed in four related male English Cocker Spaniels (ECS) between the ages of 3 and 4 years.,complete_official_file_listing,official_current_version_file_listing_reviewed,"canine observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify canine; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Deletion in <em>CACNA1F</em> gene causes X-linked progressive retinal atrophy in English Cocker Spaniel dogs is explicitly canine; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_rao_multiomics,Data and code from: Fatty acid metabolism reprograms immune microenvironment in retinal artery occlusion: Multi-Omics analysis highlights immunometabolic crosstalk,10.5061/dryad.98sf7m0wt,4,Data and code from: Fatty acid metabolism reprograms immune microenvironment in retinal artery occlusion: Multi-Omics analysis highlights immunometabolic crosstalk,4,19138637,human_participants_or_human_derived_biological_material,human_participants_or_human_derived_biological_material,Data and code from: Fatty acid metabolism reprograms immune microenvironment in retinal artery occlusion: Multi-Omics analysis highlights immunometabolic crosstalk This dataset contains integrated multi-omics data from a study investigating fatty acid metabolism and immune dysregulation in retinal artery occlusion (RAO).,complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: text=1, zip_archive=3","serum metabolomics, PBMC transcriptomics, and immune profiles for 132 people",retinal-artery-occlusion biomarker classification,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Fatty_acid_metabolomics_code_and_related_data.zip, Joint_analysis_code_of_metabolomics_and_transcriptomics_and_related_data.zip, README.md, Transcriptomics_codes_and_related_data.zip.",included_human_or_human_derived_model_resource,True,"The deposit documents serum metabolomics, PBMC transcriptomics, and immune profiles for 132 people, providing structured human-derived inputs and/or targets for retinal-artery-occlusion biomarker classification.",,medium,2026-08-02
dryad_ravi_cataract_outcomes,RAVI Cataract Surgery Outcome Dataset,10.5061/dryad.4p55b,1,Data from: Outcomes of cataract surgery in urban and rural population in the South Indian State of Andhra Pradesh: Rapid Assessment of Visual Impairment (RAVI) Project,1,1216284,human_participant_or_patient_data,human_participant_or_patient_data,Blindness and moderate Visual Impairment (MVI) was defined as presenting VA <6/60 and <6/18 to 6/60 in the better eye respectively.,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: file_type_confirmed=1,RAVI survey eye-level cataract-surgery outcome records,postoperative visual-outcome prediction,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include AP RAVI_Outcomes_gee.dta.,included_human_or_human_derived_model_resource,True,"The deposit documents RAVI survey eye-level cataract-surgery outcome records, providing structured human-derived inputs and/or targets for postoperative visual-outcome prediction.",,medium,2026-08-02
dryad_retinal_explant_metabolomics,NMR spectroscopy-based metabolomics of organotypic retinal explants,10.5061/dryad.c2fqz61hr,4,NMR spectroscopy-based metabolomics of organotypic retinal explants,2,9581295,nonhuman_or_nonhuman_derived,mouse,"NMR spectroscopy-based metabolomics of organotypic retinal explants The retina consumes massive amounts of energy, yet its metabolism and substrate exploitation remain poorly understood.",complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,NMR spectroscopy-based metabolomics of organotypic retinal explants is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_retinal_prosthesis_navigation,Visual and non-visual navigation in blind patients with a retinal prosthesis,10.5061/dryad.c6147,1,Data from: Visual and non-visual navigation in blind patients with a retinal prosthesis,1,42615,human_participant_or_patient_data,human_participant_or_patient_data,Data from: Visual and non-visual navigation in blind patients with a retinal prosthesis,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,participant/trial navigation performance workbook from retinal-prosthesis recipients and controls,device-assisted navigation performance modeling,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include SGKPGSRLDCMN_dataset.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents participant/trial navigation performance workbook from retinal-prosthesis recipients and controls, providing structured human-derived inputs and/or targets for device-assisted navigation performance modeling.",,high,2026-08-02
dryad_retinal_pufa_aging_mouse,Retinal polyunsaturated fatty acid supplementation reverses aging-related vision decline in mice,10.5061/dryad.gxd25480h,5,Retinal polyunsaturated fatty acid supplementation reverses aging-related vision decline in mice,14,13798287,nonhuman_or_nonhuman_derived,mouse,"Retinal polyunsaturated fatty acid supplementation reverses aging-related vision decline in mice The retina is uniquely enriched in polyunsaturated fatty acids (PUFAs), primarily localized in cell membranes, where they govern membrane biophysical properties.",complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Retinal polyunsaturated fatty acid supplementation reverses aging-related vision decline in mice is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
