doi,title,original_query_hits,initial_decision,matched_existing_record,relationship_type,final_decision,final_catalog_slug,reason,review_stage,official_source_url
10.5061/dryad.fn2z34v57,An annually resolved 5700-years storm archive reveals drivers of Caribbean cyclone frequency,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.fn2z34v57
10.5061/dryad.fq48q,Data from: The genetic architecture of floral traits in Iris hexagona and Iris fulva,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Plant genus Iris search collision; not an ocular resource.,broad_screen,https://doi.org/10.5061/dryad.fq48q
10.5061/dryad.fqz612jpc,Orbit Image Analysis: an open-source whole slide image analysis tool,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",broad_screen,https://doi.org/10.5061/dryad.fqz612jpc
10.5061/dryad.fqz612jzm,Data from: Foraging mode constrains the evolution of cephalic horns in lizards and snakes,"[""ocular""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.fqz612jzm
10.5061/dryad.fqz612k5z,Coherent control of optical spin–orbit interactions,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.fqz612k5z
10.5061/dryad.fttdz092b,DQ-1 Aerosols and Carbon Dioxide Lidar detects orbital data on power plant emissions,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",broad_screen,https://doi.org/10.5061/dryad.fttdz092b
10.5061/dryad.fttdz0933,Data from: Development and patterning of a highly versatile visual system in spiders,"[""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Spider visual-system development is comparative biology and does not supply an ophthalmic or translational ocular resource.,scope_screen_b,https://doi.org/10.5061/dryad.fttdz0933
10.5061/dryad.fxpnvx0vw,"A bibliometric analysis of systematic reviews and meta-analyses in ophthalmology, from 2000 to 2020","[""cornea"", ""glaucoma"", ""ophthalmic"", ""ophthalmology"", ""retina""]",exclude,,,excluded_insufficient_reusable_ophthalmic_data,,"Paper, review, or software/code release without a distinct reusable eye-data resource.",broad_screen,https://doi.org/10.5061/dryad.fxpnvx0vw
10.5061/dryad.g183842,Data from: Changes in Eocene plant diversity and composition of the vegetation: the lacustrine archive of Messel (Germany),"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.g183842
10.5061/dryad.g4q6pv3,Data from: Of puzzles and pavements: a quantitative exploration of leaf epidermal cell shape,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.g4q6pv3
10.5061/dryad.g66247g,Data from: Boundary strength analysis: combining colour pattern geometry and coloured patch visual properties for use in predicting behaviour and fitness,"[""retina""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.g66247g
10.5061/dryad.g79cnp622,Data from: A Saturn-mass free-floating-planet event,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.g79cnp622
10.5061/dryad.g79cnp64g,Visual attention-related processes in desert locusts' collective-motion related decision making,"[""\""visual field\""""]",exclude,,,excluded_out_of_scope_or_false_positive,,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,broad_screen,https://doi.org/10.5061/dryad.g79cnp64g
10.5061/dryad.gb5mkkwzx,Seed dormancy types and germination response of 15 plant species in temperate montane peatlands,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.gb5mkkwzx
10.5061/dryad.gf1vhhmsc,Rhesus macaque cone ratio heritability,"[""retina""]",include,,,included_new_record,dryad_macaque_cone_ratio,Named cone-expression and pedigree tables provide a defined primate retinal biometrics/genetics resource with plausible translational relevance.,scope_screen_b,https://doi.org/10.5061/dryad.gf1vhhmsc
10.5061/dryad.gf1vhhn2x,Characterization of postsynaptic glutamate transporter functionality in the zebrafish retinal first synapse across different wavelengths,"[""retina"", ""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Zebrafish first-synapse transporter files are general retinal physiology without a documented disease mechanism or translational imaging use.,deferred_resolution,https://doi.org/10.5061/dryad.gf1vhhn2x
10.5061/dryad.ghx3ffbws,HIDRA simulations and post-processing scripts for JGR: SP manuscript: characterization of N+ abundances in the terrestrial polar wind using the multiscale atmosphere-geospace environment,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.ghx3ffbws
10.5061/dryad.gmsbcc2p2,"Simple and complex, sexually dimorphic retinal mosaic of fritillary butterflies","[""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Butterfly eyeshine and retinal-mosaic comparative work falls outside the human/translational catalog center.,scope_screen_b,https://doi.org/10.5061/dryad.gmsbcc2p2
10.5061/dryad.gmsbcc2rj,"Data from: Rearing in strontium-enriched water induces vaterite otoliths in the Japanese rice fish, Oryzias latipes","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.gmsbcc2rj
10.5061/dryad.gqnk98stm,"Data from: Allometric brain reduction in an insular, dwarfed population of black-tailed deer","[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.gqnk98stm
10.5061/dryad.gt410,Data from: The association of outdoor activity and age-related cataract in a rural population of Taizhou Eye Study: phase 1 report,"[""\""slit lamp\"""", ""cataract"", ""fundus"", ""ophthalmology""]",include,,,included_new_record,dryad_taizhou_cataract_outdoors,"The 2,006-participant original-data workbook is directly relevant to human cataract epidemiology and prognosis.",scope_screen_b,https://doi.org/10.5061/dryad.gt410
10.5061/dryad.gtht76hn6,Tracking wildlife energy dynamics with unoccupied aircraft systems and 3-dimensional photogrammetry,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.gtht76hn6
10.5061/dryad.gv5k2j3,Data from: S-cone photoreceptors in the primate retina are functionally distinct from L and M cones,"[""retina""]",include,,,excluded_out_of_scope_or_false_positive,,The partial primate S-cone source-data archive is general visual neuroscience and does not provide a disease or ophthalmic-method resource.,deferred_resolution,https://doi.org/10.5061/dryad.gv5k2j3
10.5061/dryad.gxd2547q0,Supporting data for: Risk factors common to leading eye health conditions and major non-communicable diseases: A rapid review and commentary,"[""\""diabetic retinopathy\"""", ""cataract"", ""glaucoma"", ""macular""]",exclude,,,excluded_insufficient_reusable_ophthalmic_data,,"Paper, review, or software/code release without a distinct reusable eye-data resource.",broad_screen,https://doi.org/10.5061/dryad.gxd2547q0
10.5061/dryad.gxd25480h,Retinal polyunsaturated fatty acid supplementation reverses aging-related vision decline in mice,"[""macular"", ""retina"", ""retinal""]",include,,,included_new_record,dryad_retinal_pufa_aging_mouse,Fourteen named retinal lipidomic and expression tables define a disease-mechanism resource for retinal aging.,scope_screen_b,https://doi.org/10.5061/dryad.gxd25480h
10.5061/dryad.h18931zr2,Circuit mechanisms underlying embryonic retinal waves,"[""retina"", ""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Embryonic mouse retinal-wave imaging is general developmental visual neuroscience without a defined translational ophthalmic use.,scope_screen_b,https://doi.org/10.5061/dryad.h18931zr2
10.5061/dryad.h18931zxf,Caecilians maintain a functional long-wavelength-sensitive cone opsin gene despite signatures of relaxed selection and more than 200 million years of fossoriality,"[""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Caecilian opsin evolution is comparative ecology and lacks a direct ophthalmic modality disease mechanism or method.,scope_screen_b,https://doi.org/10.5061/dryad.h18931zxf
10.5061/dryad.h2j2466,Data from: Cytoskeleton structure and total methylation of mouse cardiac and lung tissue during space flight,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.h2j2466
10.5061/dryad.h44j0zpnp,"Accuracy of biomicroscopy, ultrasonography and spectral-domain OCT in detection of complete posterior vitreous detachment","[""\""optical coherence tomography\"""", ""macular"", ""ophthalmology""]",include,,,included_new_record,dryad_pvd_diagnostic_oct,The 123-eye diagnostic workbook directly evaluates clinical OCT ultrasonography and biomicroscopy for vitreous detachment.,scope_screen_b,https://doi.org/10.5061/dryad.h44j0zpnp
10.5061/dryad.h44j0zpv3,Utility index and vision related quality of life in patients awaiting specialist eye care,"[""ophthalmology""]",include,,,included_new_record,dryad_eye_care_quality_of_life,The 536-person eye-care quality-of-life dataset is directly usable for human ophthalmic service evaluation.,scope_screen_b,https://doi.org/10.5061/dryad.h44j0zpv3
10.5061/dryad.h544560,Data from: Observational study of clinical characteristics of dome-shaped macula in Chinese Han with high myopia at Zhongshan Ophthalmic Center,"[""macular"", ""ophthalmic"", ""retinal""]",include,,,included_new_record,dryad_dome_shaped_macula,"The 1,384-eye high-myopia database is a directly reusable human macular clinical cohort.",scope_screen_b,https://doi.org/10.5061/dryad.h544560
10.5061/dryad.h5m04,"Data from: A new species of burnetiid (Therapsida, Burnetiamorpha) from the early Wuchiapingian of South Africa and implications for the evolutionary ecology of the family Burnetiidae.","[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.h5m04
10.5061/dryad.h70rxwdjd,Data from: Landscape genetic analysis suggests stronger effects of past than current landscape structure on genetic patterns of Primula veris,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.h70rxwdjd
10.5061/dryad.h70rxwdtn,Data from: Light-sensitive Ca2+ signaling in the mammalian choroid,"[""fundus"", ""ocular"", ""retina"", ""retinal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,Twenty-two figure-named processed spreadsheets comprise article source data without a separately documented reusable resource.,strict_screen_b,https://doi.org/10.5061/dryad.h70rxwdtn
10.5061/dryad.h70rxwdvs,Immunostaining images from CRC patients stained with AGR2 and SGTA antibodies,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.h70rxwdvs
10.5061/dryad.h70rxwdzk,Data from: Deep peptide recognition profiling decodes TCR specificity and enables disease-associated antigen discovery,"[""uveitis""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.h70rxwdzk
10.5061/dryad.h9w0vt4s2,Tadpoles rely on mechanosensory stimuli for communication when visual capabilities are poor,"[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.h9w0vt4s2
10.5061/dryad.hc8037v,Image-derived models of cell organization changes during differentiation and drug treatments,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.hc8037v
10.5061/dryad.hdr7sqvdz,A survey of small-scale waves and wave-like phenomena in Jupiter's atmosphere detected by JunoCam,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.hdr7sqvdz
10.5061/dryad.hdr7sqvnz,Data from: Comparative LCA studies of simulated HMF-biorefineries from maize and miscanthus as an example of first- and second-generation biomass as a tool for process development,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.hdr7sqvnz
10.5061/dryad.hf50r,Data from: An extracellular biochemical screen reveals that FLRTs and Unc5s mediate neuronal subtype recognition in the retina,"[""retina"", ""retinal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,The only release is a single paper-specific biochemical-screen spreadsheet.,strict_screen_b,https://doi.org/10.5061/dryad.hf50r
10.5061/dryad.hg000c2,Data from: Individual variation in the transmission of ultraviolet radiation in the young adult eye.,"[""cornea"", ""iris"", ""macular"", ""retina""]",include,,,included_new_record,dryad_young_adult_uv_transmission,The 42-participant UV-transmission workbook is direct human ocular-optics measurement data.,scope_screen_b,https://doi.org/10.5061/dryad.hg000c2
10.5061/dryad.hhmgqnkdc,Self-organised criticality models,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.hhmgqnkdc
10.5061/dryad.hhmgqnkjc,Corneal endothelial morphology of healthy myopic Malaysian children of Chinese ethnicity aged 8-9 years and its association with axial length ,"[""cornea"", ""corneal""]",include,,,included_new_record,dryad_pediatric_corneal_endothelium,The 111-participant raw corneal endothelial dataset is direct pediatric ocular-biometric data.,scope_screen_b,https://doi.org/10.5061/dryad.hhmgqnkjc
10.5061/dryad.hn0dt,Data from: Assessing niche conservatism using a multiproxy approach: dietary ecology of extinct and extant spotted hyenas,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.hn0dt
10.5061/dryad.hp60p89,Data from: Human macular Müller cells rely more on serine biosynthesis to combat oxidative stress than those from the periphery,"[""\""diabetic retinopathy\"""", ""macular"", ""retina""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,Two supplementary spreadsheets are not described as an independent reusable retinal cell resource.,strict_screen_b,https://doi.org/10.5061/dryad.hp60p89
10.5061/dryad.ht76hdr9z,Influence of polydimethylsiloxane substrate stiffness on corneal epithelial cells,"[""cornea"", ""corneal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,"Figure data, a blot PDF, and one supplementary image are article-support materials rather than a standalone corneal resource.",strict_screen_b,https://doi.org/10.5061/dryad.ht76hdr9z
10.5061/dryad.hx3ffbgmv,Data from: Inactivation of adenosine receptor 2A suppresses endothelial-to-mesenchymal transition and inhibits subretinal fibrosis in mice,"[""macular""]",include,,,included_new_record,dryad_subretinal_fibrosis_adora2a,Forty-five raw omics files with treatment metadata define a translational mouse subretinal-fibrosis mechanism resource.,scope_screen_b,https://doi.org/10.5061/dryad.hx3ffbgmv
10.5061/dryad.j0zpc86kg,Plane wave ultrasound and OCT angiography of the eye in preeclampsia,"[""\""optical coherence tomography\"""", ""OCTA"", ""angiography"", ""ocular"", ""retina"", ""retinal""]",include,,,included_new_record,dryad_preeclampsia_ocular_octa,The defined plane-wave ultrasound/OCTA data file and README directly support human ocular vascular measurement.,scope_screen_b,https://doi.org/10.5061/dryad.j0zpc86kg
10.5061/dryad.j2641,Data from: Modeling angle-resolved photoemission of graphene and black phosphorus nano structures,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.j2641
10.5061/dryad.j3tx95xqc,Data from: Immediate genetic augmentation and enhanced habitat connectivity are required to secure the future of an iconic endangered freshwater fish population,"[""cataract""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.j3tx95xqc
10.5061/dryad.j3tx95xs2,Segmentations of 3D electron microscopy image volume from an albino mouse dorsal lateral geniculate nucleus,"[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.j3tx95xs2
10.5061/dryad.j58b5t4,Data from: Sexual selection in complex communities: integrating interspecific reproductive interference in structured populations,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.j58b5t4
10.5061/dryad.j6823nt,Data from: Does population structure predict the rate of speciation? A comparative test across Australia's most diverse vertebrate radiation,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.j6823nt
10.5061/dryad.j9kd51cds,Systematics of Lepidothrix manakins (Aves: Passeriformes: Pipridae) using RADcap markers,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.j9kd51cds
10.5061/dryad.j9kd51crg,Photopic flicker optoretinography captures the light-driven length modulation of photoreceptors during phototransduction,"[""\""optical coherence tomography\"""", ""retina"", ""retinal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,"The deposit is organized as figure archives and README, without a separately documented reusable optoretinography recording resource.",deferred_resolution,https://doi.org/10.5061/dryad.j9kd51crg
10.5061/dryad.j9kd51ct4,Data from: Divergence of visual morphology and opsin expression in an African cichlid linked with turbidity,"[""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Cichlid opsin ecology and morphology are comparative biology rather than a direct translational ocular resource.,scope_screen_b,https://doi.org/10.5061/dryad.j9kd51ct4
10.5061/dryad.jdfn2z3fm,Data for: Attributes of CloudSat identified echo objects,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.jdfn2z3fm
10.5061/dryad.jf150,"Data from: To keep on track during flight, fruitflies discount the skyward view","[""\""visual field\""""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.jf150
10.5061/dryad.jf715,"Data from: The tetrapod fauna of the upper Permian Naobaogou Formation of China: a new species of Elginia (Parareptilia, Pareiasauria)","[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.jf715
10.5061/dryad.jh8j7,Data from: Albinism in phylogenetically and geographically distinct populations of Astyanax cavefish arises through the same loss-of-function Oca2 allele,"[""ocular""]",include,,,excluded_out_of_scope_or_false_positive,,The release concerns pigmentation genetics; it does not document an ophthalmology or ocular research object.,strict_screen_b,https://doi.org/10.5061/dryad.jh8j7
10.5061/dryad.jh9w0vt88,Data from: Behavioural red-light sensitivity in fish according to the optomotor response,"[""ophthalmic""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.jh9w0vt88
10.5061/dryad.jk68b,Data from: Potential role of Cyr61 induced degeneration of human Müller cells in diabetic retinopathy,"[""\""diabetic retinopathy\"""", ""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.jk68b
10.5061/dryad.jm63xsjbm,Genotype and individual data for genetic structure in Louisiana Iris species reveals patterns of recent and historical admixture,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Plant genus Iris search collision; not an ocular resource.,broad_screen,https://doi.org/10.5061/dryad.jm63xsjbm
10.5061/dryad.jm63xsjn0,Data from: Addressing grand ecological challenges in aquatic ecosystems: How can mesocosms be used to advance solutions?,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.jm63xsjn0
10.5061/dryad.jsxksn0br,Geographic and temporal morphological stasis in the latest Cretaceous ammonoid Discoscaphites iris from the U.S. Gulf and Atlantic Coastal Plains,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.jsxksn0br
10.5061/dryad.jsxksn0f5,Data for: Higher water loss on Earth-like exoplanets in eccentric orbits,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",broad_screen,https://doi.org/10.5061/dryad.jsxksn0f5
10.5061/dryad.jwstqjqgc,Non-invasive investigation of the morphology and optical properties of the upside-down jellyfish Cassiopea with optical coherence tomography,"[""\""optical coherence tomography\""""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.jwstqjqgc
10.5061/dryad.k0p51,Data from: Pollination mitigates cucumber yield gaps more than pesticide and fertilizer use in tropical smallholder gardens,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.k0p51
10.5061/dryad.k1r85,Data from: On potential ocular artefacts in infant electroencephalogram: a reply to comments by Köster,"[""ocular""]",exclude,,,excluded_insufficient_reusable_ophthalmic_data,,"Ocular keyword hit, but title/metadata does not establish a distinct reusable eye or ophthalmology data resource.",broad_screen,https://doi.org/10.5061/dryad.k1r85
10.5061/dryad.k3j9kd576,"Data from: Brine driven destruction of clay minerals in Gale crater, Mars","[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.k3j9kd576
10.5061/dryad.k3j9kd5fx,Data from: Human conjunctival transcriptome in Acanthamoeba keratitis: An exploratory study,"[""cornea""]",include,,,included_new_record,dryad_acanthamoeba_keratitis_transcriptome,Counts and metadata for 22 people form a directly translational human keratitis transcriptomics resource.,scope_screen_b,https://doi.org/10.5061/dryad.k3j9kd5fx
10.5061/dryad.k3j9kd5jj,"Data from: A pan-European citizen science study shows population size, climate and land use are related to biased morph ratios in the heterostylous plant Primula veris","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.k3j9kd5jj
10.5061/dryad.k3r485h,Data from: The RNA-binding protein Celf1 post-transcriptionally regulates p27Kip1 and Dnase2b to control fiber cell nuclear degradation in lens development,"[""cataract"", ""ocular""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,Thirteen figure-labelled spreadsheets are paper source data without a separately documented dataset object.,strict_screen_b,https://doi.org/10.5061/dryad.k3r485h
10.5061/dryad.k6djh9w37,"Data from: Visual system development of the spotted unicornfish, Naso brevirostris (Acanthuridae)","[""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,Unicornfish visual-system assemblies and maps are comparative ecology without a direct ophthalmic method or disease-mechanism role.,scope_screen_b,https://doi.org/10.5061/dryad.k6djh9w37
10.5061/dryad.k6djh9w8z,Ocular graft vs host disease mouse model,"[""ocular""]",include,,,included_new_record,dryad_ocular_gvhd_mouse,The named raw-data workbook and README define a clinically relevant ocular graft-versus-host disease model.,scope_screen_b,https://doi.org/10.5061/dryad.k6djh9w8z
10.5061/dryad.k7455,Data from: Identification of novel variants in LTBP2 and PXDN using whole-exome sequencing in developmental and congenital glaucoma,"[""cornea"", ""glaucoma""]",include,,,included_new_record,dryad_congenital_glaucoma_wes,Four exome difference files for three congenital-glaucoma families are directly translational human ocular genetics data.,scope_screen_b,https://doi.org/10.5061/dryad.k7455
10.5061/dryad.k98sf7mm6,Data from: View invariant representations in ancestral cortex,"[""\""visual field\"""", ""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.k98sf7mm6
10.5061/dryad.kb5cb,Data from: Motion dazzle: a locust's eye view,"[""\""visual field\""""]",exclude,,,excluded_insufficient_reusable_ophthalmic_data,,"Ocular keyword hit, but title/metadata does not establish a distinct reusable eye or ophthalmology data resource.",broad_screen,https://doi.org/10.5061/dryad.kb5cb
10.5061/dryad.kc041,Data from: Whole-body photoreceptor networks are independent of ‘lenses’ in brittle stars,"[""ocular""]",needs_manual_review,,,excluded_out_of_scope_or_false_positive,,"Brittle-star photoreceptor and tomography files are comparative sensory biology, outside the ophthalmology and translational ocular boundary.",deferred_resolution,https://doi.org/10.5061/dryad.kc041
10.5061/dryad.kd51c5bhj,Ocular and extraocular expression of opsins reveals evolutionary trends underlying visual and non-visual functions in bivalves (Pteriomorphia),"[""ocular""]",needs_manual_review,,,excluded_out_of_scope_or_false_positive,,"Bivalve opsin expression and phylogeny files are comparative evolutionary biology, not an ophthalmic or translational ocular resource.",deferred_resolution,https://doi.org/10.5061/dryad.kd51c5bhj
10.5061/dryad.kj424,Data from: Stimulus discriminability may bias value-based probabilistic learning,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.kj424
10.5061/dryad.kk73p,Data from: Genetic diversity is largely unpredictable but scales with museum occurrences in a species-rich clade of Australian lizards,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.kk73p
10.5061/dryad.kkwh70scg,Data from: Positive spatial and temporal density-dependence drive early reproductive economy-of-scale effects of masting in a European old-growth forest community,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.kkwh70scg
10.5061/dryad.kkwh70shq,Eye size across avian lineages covaries with participation in a specialized foraging behavior,"[""cornea""]",include,,,excluded_out_of_scope_or_false_positive,,Avian eye-size ecology is outside the human ophthalmology and translational ocular boundary.,scope_screen_b,https://doi.org/10.5061/dryad.kkwh70shq
10.5061/dryad.kprr4xh29,"Data from: Floral trait differentiation in Anacamptis coriophora: phenotypic selection on scents, but not on colour","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.kprr4xh29
10.5061/dryad.kprr4xhdz,Code and data used for reproducing calculations of lunar crustal thermal evolution and zircon resetting during a tidal heating event,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.kprr4xhdz
10.5061/dryad.kprr4xhk3,Conserved optical adaptations enable amphibious vision in compound eyes,"[""cornea"", ""corneal""]",include,,,excluded_out_of_scope_or_false_positive,,Compound-eye amphibious behavior is comparative invertebrate ecology rather than an ophthalmic modality or translational method.,scope_screen_b,https://doi.org/10.5061/dryad.kprr4xhk3
10.5061/dryad.kprr4xhkt,Data from: Autoantibody landscapes in Long COVID with neurological symptoms show heterogeneity without a shared disease signature,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.kprr4xhkt
