record_id,canonical_name,catalog_version,catalog_search_cutoff,identity_review_date,current_catalog_record,resource_role,resource_role_definition,dataset_family_id,dataset_family_member_count,dataset_family_members,outgoing_relationship_types,outgoing_relationship_targets,incoming_relationship_sources,relationship_evidence_urls,official_source_url,counting_rule
mendeley_comparison_cervical_ocular_vestibular_evoked_myogenic,Comparison of Cervical and Ocular Vestibular Evoked Myogenic Potentials Among Individuals with Hearing Impairment Aged 50–70 Years,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_comparison_cervical_ocular_vestibular_evoked_myogenic,1,mendeley_comparison_cervical_ocular_vestibular_evoked_myogenic,,,,,https://data.mendeley.com/datasets/2jkhncb5kw,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_comparison_clinical_outcomes_visual_quality_visual,"Comparison of clinical outcomes, visual quality and visual function of two presbyopia-correcting intraocular lenses made from the same material, but with different design and optics",0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_comparison_clinical_outcomes_visual_quality_visual,1,mendeley_comparison_clinical_outcomes_visual_quality_visual,,,,,https://data.mendeley.com/datasets/y6n5k7s6f7,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_comparison_ocular_biometry_using_new_opticalcoherence,Comparison of ocular biometry using new OpticalCoherence Tomography-based Optical Biometer with Other Device. ,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_comparison_ocular_biometry_using_new_opticalcoherence,1,mendeley_comparison_ocular_biometry_using_new_opticalcoherence,,,,,https://data.mendeley.com/datasets/kwv73shvxh,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_comparison_retinal_choroidal_vascular_changes_via,Comparison of retinal and choroidal vascular changes via optical coherence tomography angiography between Pseudoexfoliative glaucoma and Pseudoexfoliative syndrome and control group,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_comparison_retinal_choroidal_vascular_changes_via,1,mendeley_comparison_retinal_choroidal_vascular_changes_via,,,,,https://data.mendeley.com/datasets/3m8fcfmp9j,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_comparison_two_novel_comfilcon_contact_lens,Comparison of Two Novel Comfilcon A Contact Lens Designs in the Management of Computer Vision Syndrome: A Pilot Study ,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_comparison_two_novel_comfilcon_contact_lens,1,mendeley_comparison_two_novel_comfilcon_contact_lens,,,,,https://data.mendeley.com/datasets/fnbxs7gb82,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_conjunctival_melanoma_detection_using_deep_learning,Conjunctival melanoma detection using deep learning in smartphone images,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_conjunctival_melanoma_detection_using_deep_learning,1,mendeley_conjunctival_melanoma_detection_using_deep_learning,,,,,https://data.mendeley.com/datasets/t75wjsw6bw,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_contrast_sensitivity_visual_acuity_multifocal_contact,Data for: Contrast sensitivity and visual acuity with multifocal contact lenses with high additions dedicated for myopia progression control ,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_contrast_sensitivity_visual_acuity_multifocal_contact,1,mendeley_contrast_sensitivity_visual_acuity_multifocal_contact,,,,,https://data.mendeley.com/datasets/j5cw4wn23y,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_corneal_higher_order_aberrations_stevens_johnson,Data for: Corneal Higher-order Aberrations in Stevens-Johnson Syndrome and Toxic Epidermal Necrolysis,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_corneal_higher_order_aberrations_stevens_johnson,1,mendeley_corneal_higher_order_aberrations_stevens_johnson,,,,,https://data.mendeley.com/datasets/2k96xky4rf,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_corneal_refractive_parameters_age_patients_without,corneal refractive parameters with age in patients without corneal diseases based on Fourier analysis ,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_corneal_refractive_parameters_age_patients_without,1,mendeley_corneal_refractive_parameters_age_patients_without,,,,,https://data.mendeley.com/datasets/yr8hbwmsvy,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_cost_effectiveness_limited_vitrectomy_vision_degrading,Data for: Cost Effectiveness of Limited Vitrectomy for Vision Degrading Myodesopsia,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_cost_effectiveness_limited_vitrectomy_vision_degrading,1,mendeley_cost_effectiveness_limited_vitrectomy_vision_degrading,,,,,https://data.mendeley.com/datasets/487dpg7v38,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_cp_anemic_conjunctival_pallor_ghana,CP-AnemiC (A Conjunctival Pallor) Dataset from Ghana,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_cp_anemic_conjunctival_pallor_ghana,1,mendeley_cp_anemic_conjunctival_pallor_ghana,,,,,https://data.mendeley.com/datasets/m53vz6b7fx,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_cust_iris,CUST-Iris,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_cust_iris,1,mendeley_cust_iris,,,,,https://data.mendeley.com/datasets/3j6skjpsng,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_deep_learning_prediction_uncorrected_refractive_error,Deep Learning for the Prediction of Uncorrected Refractive Error using OCT,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_deep_learning_prediction_uncorrected_refractive_error,1,mendeley_deep_learning_prediction_uncorrected_refractive_error,,,,,https://data.mendeley.com/datasets/89z7h5gnpw,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_demographic_profile_clinical_characteristics_patients_presenting,Demographic profile and clinical characteristics of patients presenting with acute ocular burns,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_demographic_profile_clinical_characteristics_patients_presenting,1,mendeley_demographic_profile_clinical_characteristics_patients_presenting,,,,,https://data.mendeley.com/datasets/hwnm88jyzg,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_development_deep_learning_based_system_optic,Dataset for - Development of a Deep Learning-based system for Optic Nerve characterization in Transorbital Ultrasound Images on a multicenter dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_development_deep_learning_based_system_optic,1,mendeley_development_deep_learning_based_system_optic,,,,,https://data.mendeley.com/datasets/kw8gvp8m8x,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_development_deep_learning_model_epiretinal_membrane,Development of a deep learning model for epiretinal membrane detection in fundus photography,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_development_deep_learning_model_epiretinal_membrane,1,mendeley_development_deep_learning_model_epiretinal_membrane,,,,,https://data.mendeley.com/datasets/jrgntpv8b8,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_dex_combined_ppv_pdr,DEX combined PPV in PDR,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_dex_combined_ppv_pdr,1,mendeley_dex_combined_ppv_pdr,,,,,https://data.mendeley.com/datasets/zcmpcczdhs,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_difference_retinal_nerve_fiber_layer_thickness,Data for: Difference of the Retinal Nerve Fiber Layer Thickness Assessed on the Disc Center and Bruch’s Membrane Opening Center in Myopic Eyes,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_difference_retinal_nerve_fiber_layer_thickness,1,mendeley_difference_retinal_nerve_fiber_layer_thickness,,,,,https://data.mendeley.com/datasets/dtz8wmt5xt,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_digital_holograms_rbcs_glaucoma_patients_healthy,Digital holograms of RBCs from the glaucoma patients and healthy controls,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_digital_holograms_rbcs_glaucoma_patients_healthy,1,mendeley_digital_holograms_rbcs_glaucoma_patients_healthy,,,,,https://data.mendeley.com/datasets/tryd7r3wct,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_dme_classification_fundus_imaging_vision_transformers,DME Classification in Fundus Imaging with Vision Transformers and ETDRS-Guided Annotation,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_dme_classification_fundus_imaging_vision_transformers,1,mendeley_dme_classification_fundus_imaging_vision_transformers,,,,,https://data.mendeley.com/datasets/sdcfn87pvs,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_dry_eye_symptoms_children_can_we,Dry eye symptoms in children: can we reliably measure them?,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_dry_eye_symptoms_children_can_we,1,mendeley_dry_eye_symptoms_children_can_we,,,,,https://data.mendeley.com/datasets/h79366vw73,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_early_detection_glaucomatous_visual_field_progression,Data for: Early Detection of Glaucomatous Visual Field Progression Using Pointwise Linear Regression with Binomial Test in the Central 10 Degrees,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_early_detection_glaucomatous_visual_field_progression,1,mendeley_early_detection_glaucomatous_visual_field_progression,,,,,https://data.mendeley.com/datasets/w34s5mhvpm,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_effect_adlay_seed_extract_on_level,Effect of Adlay Seed Extract on the Level of Neuroprotection Gene Expression in Human Nasal Orbital Mesenchymal Stem Cells ,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_effect_adlay_seed_extract_on_level,1,mendeley_effect_adlay_seed_extract_on_level,,,,,https://data.mendeley.com/datasets/x7rcj9yz65,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_effect_central_hole_location_phakic_intraocular,Data for: Effect of Central Hole Location of Phakic Intraocular Lens on Visual Function under Progressive Headlight Glare Sources.,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_effect_central_hole_location_phakic_intraocular,1,mendeley_effect_central_hole_location_phakic_intraocular,,,,,https://data.mendeley.com/datasets/jjknx3wbkf,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_effect_one_hour_smartphone_gaming_on,"The effect of one hour smartphone gaming on blinking, ocular symptoms and tear film function in school-aged children ",0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_effect_one_hour_smartphone_gaming_on,1,mendeley_effect_one_hour_smartphone_gaming_on,,,,,https://data.mendeley.com/datasets/zn64p6r992,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_effect_prednisone_plus_either_adalimumab_or,Effect of prednisone plus either adalimumab or cyclosporine on dermatological symptoms in Vogt-Koyanagi-Harada disease: systemic outcomes from a randomized trial,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_effect_prednisone_plus_either_adalimumab_or,1,mendeley_effect_prednisone_plus_either_adalimumab_or,,,,,https://data.mendeley.com/datasets/yzv3mrvwf4,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_effects_implantable_collamer_lens_icl_implantation,The effects of implantable collamer lens ICL implantation in high myopia patients’ mental health,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_effects_implantable_collamer_lens_icl_implantation,1,mendeley_effects_implantable_collamer_lens_icl_implantation,,,,,https://data.mendeley.com/datasets/t6pmbvkvtd,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_efficacy_combined_orthokeratology_0_01_atropine,Dataset for: Efficacy of combined orthokeratology and 0.01% atropine solution for slowing axial elongation in children with myopia: a 2-year randomised trial,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_efficacy_combined_orthokeratology_0_01_atropine,1,mendeley_efficacy_combined_orthokeratology_0_01_atropine,,,,,https://data.mendeley.com/datasets/y58rh8bfkv,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_electrooculography_eog_blink_analysis_ocular_fatigue,Electrooculography (EOG) Dataset for Blink Analysis and Ocular Fatigue Detection,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_electrooculography_eog_blink_analysis_ocular_fatigue,1,mendeley_electrooculography_eog_blink_analysis_ocular_fatigue,,,,,https://data.mendeley.com/datasets/w7hm97cts5,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_et_pd_vis_eye_tracking_visualization,ET_PD_VIS: Eye Tracking Visualization Dataset on Trail Making Test for Parkinson’s Disease Analysis ,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_et_pd_vis_eye_tracking_visualization,1,mendeley_et_pd_vis_eye_tracking_visualization,,,,,https://data.mendeley.com/datasets/83htprx9y6,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_evaluation_dry_eye_severity_ocular_surface,Evaluation of dry eye severity and ocular surface inflammation in patients with pemphigus and pemphigoid,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_evaluation_dry_eye_severity_ocular_surface,1,mendeley_evaluation_dry_eye_severity_ocular_surface,,,,,https://data.mendeley.com/datasets/zzgw9t9jsy,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_evaluation_refractive_visual_outcomes_as_well,"Evaluation of refractive and visual outcomes, as well as astigmatism-correcting efficiency and rotational stability of a double-loop haptic toric intraocular lens - a one-year follow-up",0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_evaluation_refractive_visual_outcomes_as_well,1,mendeley_evaluation_refractive_visual_outcomes_as_well,,,,,https://data.mendeley.com/datasets/r2v99nw7vg,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_exome_sequencing_clec3b,Exome sequencing data for CLEC3B,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_exome_sequencing_clec3b,1,mendeley_exome_sequencing_clec3b,,,,,https://data.mendeley.com/datasets/xcw5x5z49r,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_fferg_reference_healthy_controls_university_eye,ffERG Reference Data from Healthy Controls (University Eye Hospital Tuebingen),0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_fferg_reference_healthy_controls_university_eye,1,mendeley_fferg_reference_healthy_controls_university_eye,,,,,https://data.mendeley.com/datasets/37wxt2ybvj,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_foveal_cone_photoreceptor_outer_segment_length,Foveal cone photoreceptor outer segment length and cone density,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_foveal_cone_photoreceptor_outer_segment_length,1,mendeley_foveal_cone_photoreceptor_outer_segment_length,,,,,https://data.mendeley.com/datasets/89rykrg8j2,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_fundus_autofluorescence_premature_infants,Fundus Autofluorescence in Premature Infants,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_fundus_autofluorescence_premature_infants,1,mendeley_fundus_autofluorescence_premature_infants,,,,,https://data.mendeley.com/datasets/k5jsssjtmz,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_fundus_mctn,Fundus dataset of MCTN,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_fundus_mctn,1,mendeley_fundus_mctn,,,,,https://data.mendeley.com/datasets/spz4b8tbzt,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_hpsc_derived_photoreceptor_axon_extension_growth,hPSC-derived Photoreceptor Axon Extension and Growth Cone Motility Data Sets and Code,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_hpsc_derived_photoreceptor_axon_extension_growth,1,mendeley_hpsc_derived_photoreceptor_axon_extension_growth,,,,,https://data.mendeley.com/datasets/cpy5j23354,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_human_foveal_cone_topography_preferred_retinal,Human foveal cone topography and preferred retinal locus of fixation,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_human_foveal_cone_topography_preferred_retinal,1,mendeley_human_foveal_cone_topography_preferred_retinal,,,,,https://data.mendeley.com/datasets/9gkpxsmz23,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_human_mesenchymal_stem_cells_derived_adipose,Human mesenchymal stem cells derived from adipose tissue showed greater effect than from umbilical cord in promoting corneal graft survival through suppressing lymphangiogenesis,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_human_mesenchymal_stem_cells_derived_adipose,1,mendeley_human_mesenchymal_stem_cells_derived_adipose,,,,,https://data.mendeley.com/datasets/bm45p4tcbz,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_hvdropdb_datasets_classification_segmentation_research_retinopathy,"HVDROPDB Datasets for Classification and Segmentation for Research in Retinopathy of Prematurity, Ranjana Agrawal",0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_hvdropdb_datasets_classification_segmentation_research_retinopathy,1,mendeley_hvdropdb_datasets_classification_segmentation_research_retinopathy,,,,,https://data.mendeley.com/datasets/xw5xc7xrmp,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_identification_human_retinal_stem_like_cells,Identification of Human Retinal Stem-Like Cells for Retina Regeneration,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_identification_human_retinal_stem_like_cells,1,mendeley_identification_human_retinal_stem_like_cells,,,,,https://data.mendeley.com/datasets/s9wbscpsrs,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_imaging_retinal_choroidal_vasculature_using_spatio,Imaging the retinal and choroidal vasculature using Spatio-Temporal Optical Coherence Tomography (STOC-T),0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_imaging_retinal_choroidal_vasculature_using_spatio,1,mendeley_imaging_retinal_choroidal_vasculature_using_spatio,,,,,https://data.mendeley.com/datasets/j39vyvp8ny,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_improved_retinal_displacement_quantification_between_retinal,Improved Retinal Displacement Quantification Between Retinal Vessels and Corresponding Retinal Vessel Printings Across the 3D Spherical Surface of the Eye: Dataset of Measurements on Fundus Autofluorescence Imaging,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_improved_retinal_displacement_quantification_between_retinal,1,mendeley_improved_retinal_displacement_quantification_between_retinal,,,,,https://data.mendeley.com/datasets/jxwkym2phr,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_influence_angle_alpha_angle_kappa_optical,"The influence of angle alpha, angle kappa and optical aberra-tions on the visual outcomes after implantation of a high-addition trifocal IOL_2021",0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_influence_angle_alpha_angle_kappa_optical,1,mendeley_influence_angle_alpha_angle_kappa_optical,,,,,https://data.mendeley.com/datasets/w5ws4pzzxr,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_interocular_retinal_nerve_fiber_layer_thickness,Interocular retinal nerve fiber layer thickness differences,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_interocular_retinal_nerve_fiber_layer_thickness,1,mendeley_interocular_retinal_nerve_fiber_layer_thickness,,,,,https://data.mendeley.com/datasets/ss2nynfc8s,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_iscev_standard_full_field_erg_reference,"ISCEV standard full-field ERG reference limits from 407 healthy subjects, derived from transference and validation of reference data between electrode types and centres",0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_iscev_standard_full_field_erg_reference,1,mendeley_iscev_standard_full_field_erg_reference,,,,,https://data.mendeley.com/datasets/kcptb9jrf5,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_keratoconus_ukraine_children,Keratoconus Ukraine children ОХМАТДИТ ,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_keratoconus_ukraine_children,1,mendeley_keratoconus_ukraine_children,,,,,https://data.mendeley.com/datasets/ydmxn3264h,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_long_term_results_using_gelatin_microfistulae,Long-term results using gelatin microfistulae (XEN) implantation in glaucoma surgery.,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_long_term_results_using_gelatin_microfistulae,1,mendeley_long_term_results_using_gelatin_microfistulae,,,,,https://data.mendeley.com/datasets/7xjcbsmzzc,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_long_term_safety_efficacy_limited_vitrectomy,Data for: Long-Term Safety and Efficacy of Limited Vitrectomy for Vision Degrading Vitreopathy from Vitreous Floaters,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_long_term_safety_efficacy_limited_vitrectomy,1,mendeley_long_term_safety_efficacy_limited_vitrectomy,,,,,https://data.mendeley.com/datasets/dnss5ttn73,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_micro_go_study_transcriptional_profiling_orbital,MICRO-GO study: transcriptional profiling of orbital tissues in Graves’ orbitopathy & microbiome composition,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_micro_go_study_transcriptional_profiling_orbital,1,mendeley_micro_go_study_transcriptional_profiling_orbital,,,,,https://data.mendeley.com/datasets/mrvmsrn9r6,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_microvascular_changes_poag_after_npds,Microvascular changes in POAG after NPDS,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_microvascular_changes_poag_after_npds,1,mendeley_microvascular_changes_poag_after_npds,,,,,https://data.mendeley.com/datasets/vc99wcmvk2,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
