record_id,canonical_name,primary_category,catalog_version,catalog_search_cutoff,relationship_review_date,official_source_url,source_check_status,review_outcome,outgoing_relationship_count,outgoing_relationship_types,outgoing_target_record_ids,incoming_relationship_count,incoming_source_record_ids,evidence_urls,external_or_unresolved_sources,rejected_candidate_notes,review_scope,reviewer
dryad_primate_on_dsgc,Primate ON Direction-Selective Ganglion Cell Dataset,electrophysiology,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.47d7wm3kx,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_prpf31_gene_augmentation,Gene augmentation prevents retinal degeneration in a CRISPR/Cas9-based mouse model of PRPF31 retinitis pigmentosa,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.bcc2fqzf1,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pvd_diagnostic_oct,"Accuracy of biomicroscopy, ultrasonography and spectral-domain OCT in detection of complete posterior vitreous detachment",oct,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.h44j0zpnp,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pzgmsbcfw,Anti-vegf therapy in diabetic macular oedema patients over four years,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.pzgmsbcfw,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_pzgmsbcmk,Two-photon calcium recordings of cones,electrophysiology,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.pzgmsbcmk,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_q6rv0kz3,Asymmetric retinal direction tuning predicts optokinetic eye movements across stimulus conditions,multimodal,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.7272/q6rv0kz3,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_q6w37t8b,10x Lacrimal Gland scRNA seq data matrix,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.7272/q6w37t8b,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_q83bk3jnw,Disease parameters following ocular herpes simplex virus type 1 infection are similar in male and female BALB/C mice,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.q83bk3jnw,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_qfttdz0dr,Association of APOE gene polymorphisms with primary open angle glaucoma in Brazilian patients,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.qfttdz0dr,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_r4xgxd2nt,Restoration of cone circuit functionality in the regenerating adult zebrafish retina,electrophysiology,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.r4xgxd2nt,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_r7s04,"Data from: Prevalence of depression, anxiety, adjustment disorders, and somatoform disorders in patients with age-related macular degeneration in Germany",tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.r7s04,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_r7sqv9sqs,Deletion in CACNA1F gene causes X-linked progressive retinal atrophy in English Cocker Spaniel dogs,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.r7sqv9sqs,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rao_multiomics,Data and code from: Fatty acid metabolism reprograms immune microenvironment in retinal artery occlusion: Multi-Omics analysis highlights immunometabolic crosstalk,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.98sf7m0wt,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_ravi_cataract_outcomes,RAVI Cataract Surgery Outcome Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.4p55b,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_retinal_explant_metabolomics,NMR spectroscopy-based metabolomics of organotypic retinal explants,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.c2fqz61hr,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_retinal_prosthesis_navigation,Visual and non-visual navigation in blind patients with a retinal prosthesis,multimodal,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.c6147,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_retinal_pufa_aging_mouse,Retinal polyunsaturated fatty acid supplementation reverses aging-related vision decline in mice,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.gxd25480h,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_retinal_vasomotion,Retinal Laser Speckle Vasomotion Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.163mp,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_retinal_vein_cannulation,Autonomous Retinal Vein Cannulation Data and Code,multimodal,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.3ffbg79zd,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rhesus_maculopathy_metabolomics,Rhesus Maculopathy Metabolomics Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.7pvmcvf8d,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rn38r,"Data from: Do picture-based charts overestimate visual acuity? Comparison of Kay Pictures, Lea Symbols, HOTV and Keeler logMAR charts with Sloan Letters in adults and children",tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.rn38r,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rn8pk0p70,Socioeconomic status and decreasing incidence of ocular injuries in Bosnia and Herzegovina,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.rn8pk0p70,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rn8pk0pdp,"Detection of SARS-CoV-2 in conjunctival secretion and tears in patients with COVID-19 in a tertiary care centre, South India",tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.rn8pk0pdp,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rn8pk0pmm,The c.119-123dup5bp mutation in human gamma-C-crystallin destabilizes the protein and activates the unfolded protein response to cause highly variable cataracts,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.rn8pk0pmm,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rod_cone_dystrophy_genes,Rod-Cone Dystrophy Gene Association Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.59zw3r2b7,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rop_plane_wave_doppler,ROP Plane-Wave Doppler Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.612jm649r,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rpgr_cone_rod_wes,RPGR Cone-Rod Dystrophy WES Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.5qfttdz5d,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rs2qp,Data from: Inhibition decorrelates visual feature representations in the inner retina,electrophysiology,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.rs2qp,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_rv15dv4bv,Late gene therapy limits the restoration of retinal function in a mouse model of retinitis pigmentosa,cell_microscopy,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.rv15dv4bv,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_s1rn8pkhb,Transcriptional responses in a mouse model of silicone wire embolization induced acute retinal artery Ischemia and Reperfusion,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.s1rn8pkhb,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_sbcc2fr6n,Exploring phenotypic diversity of pigmented traits and iris features in Pakistani population,iris_biometrics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.sbcc2fr6n,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_sbcc2fr7r,Gender and age-related differences of ccular biometric parameters in patients undergoing cataract surgery in Bosnia and Herzegovina,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.sbcc2fr7r,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_sf7m0cggh,Robust semi-automatic vessel tracing in the human retinal image by an instance segmentation neural network,fundus,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.sf7m0cggh,checked_against_official_repository,confirmed_catalog_relationship,1,derived_from,drive,0,,https://datadryad.org/api/v2/versions/353579/files,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_shanghai_myopia_2014_2018,"Age-related change of axial length, spherical equivalent, prevalence of myopia and high myopia in school-age children in Shanghai: 2014 to 2018",tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.c2fqz615c,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_sn02v6x2x,Data from: Corneal laser procedure for vision improvement in patients with late stage dry age-related macular degeneration,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.sn02v6x2x,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_spata7_canine_retinal_degeneration,Canine SPATA7 Retinal Degeneration Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.3tx95x6n6,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_stargardt_wes,Stargardt Disease WES Variant Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.0qk7f,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_subretinal_fibrosis_adora2a,Inactivation of adenosine receptor 2A suppresses endothelial-to-mesenchymal transition and inhibits subretinal fibrosis in mice,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.hx3ffbgmv,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_subretinal_robot,Head-Mounted Robot Subretinal Injection Dataset,multimodal,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.w0vt4b91w,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_taizhou_cataract_outdoors,The association of outdoor activity and age-related cataract in a rural population of Taizhou Eye Study: phase 1 report,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.gt410,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_tb2rbp0cq,Serial block face scanning electron micrographs of mouse outer retina,cell_microscopy,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.tb2rbp0cq,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_tb_uveitis_ifn,Type 1 interferon-inducible gene expression in QuantiFERON Gold TB-positive uveitis: a tool to stratify a high versus low risk of active tuberculosis?,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.8jk03jd,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_tdz08kq8t,"Sphingosine-1-phosphate signaling regulates the ability of Müller glia to become neurogenic, proliferating progenitor-like cells",omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.tdz08kq8t,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_tmpg4f4vb,Effects of capsular tension ring on surgical outcomes of premium intraocular lens in patients with suspected zonular weakness,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.tmpg4f4vb,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_toric_iol_incision,Toric Intraocular Lens Incision Outcome Dataset,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.01n20,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_uveal_melanoma_coog2,COOG2.1 Uveal Melanoma Prognostic Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.n8pk0p340,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_uveitis_vitreous_biomarkers,Uveitis Vitreous Biomarker Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.597ch,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_v6wwpzh1b,Data from: Micropulse transscleral cyclophotocoagulation results in secondary glaucoma,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.v6wwpzh1b,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_v9p0b,Data from: Retinal capillary rarefaction in patients with untreated mild-moderate hypertension,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.v9p0b,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_vkh_apoe,VKH APOE Transcriptomics and Proteomics Dataset,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.37pvmcvzx,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_vq83bk3s8,Spatially displaced excitation contributes to the encoding of interrupted motion by the retinal direction-selective circuit,electrophysiology,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.vq83bk3s8,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_vx0k6djwf,Amacrine cells differentially balance zebrafish colour circuits in the central and peripheral retina,electrophysiology,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.vx0k6djwf,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_w3r228143,Photoreceptor loss does not recruit neutrophils despite strong microglial activation,adaptive_optics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.w3r228143,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_wdbrv15rj,Natural disease history of a canine model of oligogenic RPGRIP1-cone-rod dystrophy establishes variable effects of previously and newly mapped modifier loci,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.wdbrv15rj,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_wstqjq2n5,Data from: Spectral inference reveals principal cone-integration rules of the zebrafish inner retina,electrophysiology,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.wstqjq2n5,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_x95x69pmq,Robust cone-mediated signaling persists late into rod photoreceptor degeneration,cell_microscopy,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.x95x69pmq,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_xgxd254pk,"Supporting information for: Discrimination ability of central visual field testing using stimulus size I, II, and III and relationship with macular ganglion cell thickness in chiasmal compression",visual_field,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.xgxd254pk,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_xpnvx0kb6,"Data from: Oxidative stress in the retina and retinal pigment epithelium (RPE): role of aging, and DJ-1",cell_microscopy,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.xpnvx0kb6,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_xwdbrv1kd,GTPBP2 in-frame deletion in a canine model with progressive retinal degeneration,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.xwdbrv1kd,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_young_adult_uv_transmission,Individual variation in the transmission of ultraviolet radiation in the young adult eye.,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.hg000c2,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_z08kprrk3,Data from: A naturally occurring canine model of syndromic congenital microphthalmia,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.z08kprrk3,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_z08kprrk6,Frameshift variant in AMPD2 in Cirneco dell’ Etna with retinopathy and tremors,omics,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.z08kprrk6,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_z8w9ghx9c,Accuracy of intraocular lens calculation formulas in cataract patients with steep corneal curvature,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.z8w9ghx9c,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_z8w9ghx9f,Inflation test on eye globe for: Experimental evaluation of stiffening effect induced by UVA/riboflavin corneal cross-linking using intact porcine eye globes,tabular,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.z8w9ghx9f,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_z8w9ghxpp,ApoM-bound S1P acts via endothelial S1PR1 to suppress choroidal neovascularization and vascular leak,cell_microscopy,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.z8w9ghxpp,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_zebrafish_crystallin_lens,Zebrafish Crystallin Cataract Lens-Image Dataset,cell_microscopy,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.f4qrfj730,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_zebrafish_rpe_phagocytosis,Zebrafish RPE Phagocytosis Dataset,cell_microscopy,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.76hdr7t64,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_zebrafish_thrb_photoreceptors,Thyroid hormone receptor beta mutations alter photoreceptor development and function in Danio rerio (zebrafish),electrophysiology,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.msbcc2fvr,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_zkh1893nt,Glaucoma-associated optineurin mutations increase transcellular degradation of mitochondria in a vertebrate optic nerve,cell_microscopy,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.zkh1893nt,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
dryad_zs7h44jd9,Data for: Impact of alpha crystallin loss on zebrafish lens development,cell_microscopy,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5061/dryad.zs7h44jd9,checked_against_official_repository,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
duke_amd_chiu,Duke AMD Pathology OCT Segmentation Dataset,oct,0.4.0,2026-08-01,2026-08-01,https://people.duke.edu/~sf59/Chiu_IOVS_2011_dataset.htm,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
