doi,title,decision,reason,matched_existing_record,relationship_type,confidence
10.5061/dryad.9cnp5hqvt,Behaviorally designed training leads to more diverse hiring,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.9cp3j,Data from: The chinchilla as a novel animal model of pregnancy,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.9fh1s,Data from: Does the aquatic invertebrate nipple array prevent bubble adhesion?: an experiment using nanopillar sheets,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.9fq7q,Data from: A new species of Allophryne (Anura: Allophrynidae) from the Atlantic Rain Forest biome of eastern Brazil,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.9kd51c5g5,Pupil and masking responses to light as functional measures of retinal degeneration in mice Mus Musculus,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.9s4mw6mc9,Data from: Automatic segmentation of multiple cardiovascular structures from cardiac computed tomography angiography images using deep learning,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.9t0r6,Data from: Fine-scale belowground species associations in temperate grassland,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.b2rbnzsbd,Data from: Divergent selection on flowering phenology but not on floral morphology between two closely related orchids,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.b2t22,Data from: Visual receptive field properties of neurons in the mouse lateral geniculate nucleus,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.b41j15h,"Data from: Human retinal pigment epithelium: in vivo cell morphometry, multispectral autofluorescence, and relationship to cone mosaic",exclude,Exact Dryad DOI already cataloged; exclude duplicate record.,dryad_aoslo_rpe,exact_duplicate,high
10.5061/dryad.b5mkkwh9x,Data from: Extending the climatological concept of ‘Detection and Attribution’ to global change ecology in the Anthropocene,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.b5mkkwhfb,Whole genome resequencing reveals signatures of rapid selection in a virus affected commercial fishery,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.b5mkkwhjw,Data from: Short-latency preference for faces in the primate superior colliculus,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.b68b048,Data from: Body coloration and mechanisms of colour production in Archelosauria: the case of deirocheline turtles,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.b81n1,Data from: Downregulation of autophagy is associated with severe ischemia-reperfusion-induced acute kidney injury in overexpressing C-reactive protein mice,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.b971k,Data from: Rab6 is required for multiple apical transport pathways but not the basolateral transport pathway in Drosophila photoreceptors,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.bb502,Data from: The need for speed: global optic flow speed influences steering,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.bcc2fqzbx,Knowledge and awareness of Covid-19 in eye care,exclude,"Ocular keyword hit, but title/metadata does not establish a distinct reusable eye or ophthalmology data resource.",,,high
10.5061/dryad.bcc2fqzf1,Gene augmentation prevents retinal degeneration in a CRISPR/Cas9-based mouse model of PRPF31 retinitis pigmentosa,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.bcc2fqzj1,miRNAs in primary open-angle glaucoma and ocular hypertension,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.bcc2fqzjz,Neural mechanisms to incorporate visual counterevidence in self movement estimation,exclude,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,,,high
10.5061/dryad.bcc2fqzpz,Compromised 2-start zigzag chromatin folding in immature mouse retina cells driven by irregularly spaced nucleosomes with short DNA linkers,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.bg79cnpb4,GABAA presynaptic inhibition regulates the gain and kinetics of retinal output neurons,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.bj1514fn,Data from: Multiple Quaternary refugia in the eastern Guiana Shield revealed by comparative phylogeography of 12 frog species,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.bk3j9kdbq,Supplemental material for: Validation of intraluminal filling defect length to identify carotid free-floating thrombus in patients with stroke/TIA,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.bk3j9kdbv,Bulk and amino acid nitrogen specific isotope data from particulate organic matter and mesozooplankton (1000-2000 µm) from the Mekong River plume and southern South China Sea,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.bk3j9kdgk,"Circadian rhythm entrainment of the jewel wasp, Nasonia vitripennis, by antagonistic interactions of multiple spectral inputs",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.bk3j9kdjf,Data from: Phase-dependent differential in vitro and ex vivo susceptibility of Aspergillus flavus and Fusarium keratoplasticum to azole antifungals,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.bk3j9kdkm,Multinational evaluation of genetic diversity indicators for the Kunming-Montreal Global Biodiversity Framework,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.bk3j9kdps,Data from: Htr1b is necessary for normal retinal function in mice,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.bm8nv,Data from: Intra- and intersession repeatability of an optical quality and intraocular scattering measurement system in children,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.bn987,"Data from: Reliability and minimum detectable change of temporal-spatial, kinematic, and dynamic stability measures during perturbed gait",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.bnzs7h4q1,Data from: Scheduled feeding improves behavioral outcomes and reduces inflammation in a mouse model of fragile X syndrome,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.bs41q,Data from: Evolution of a complex phenotype with biphasic ontogeny: contribution of development versus function and climatic variation to skull modularity in toads,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.bs632,Data from: Complexity of possibly gapped histogram and analysis of histogram,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.bvq83bk88,Data from: A concise review on antimicrobial peptides for prevention and treatment of dental caries,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.c2fqz615c,"Age-related change of axial length, spherical equivalent, prevalence of myopia and high myopia in school-age children in Shanghai: 2014 to 2018",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.c2fqz61hr,NMR spectroscopy-based metabolomics of organotypic retinal explants,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.c2fqz61hs,Data for: Bioinspired Lubricity from Surface Gel Layers,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.c2fqz61pc,Retinal proteome profiling of inherited retinal degeneration across three different mouse models suggests common drug targets in retinitis pigmentosa,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.c4t44,Data from: The effects of climate warming and disturbance on the colonization potential of ornamental alien plant species,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.c59zw3rhd,Data from: The effects of hybridization and parasite infection on predation survival and behaviour of endangered landlocked salmon – implications for genetic rescue,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.c6147,Data from: Visual and non-visual navigation in blind patients with a retinal prosthesis,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.c7p60,Data from: Pushing the limits of photoreception in twilight conditions: The rod-like cone retina of the deep-sea pearlsides,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.cf860,Data from: miR-17-3p exacerbates oxidative damage in human retinal pigment epithelial cells,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.cn58f,Data from: A convex formulation for magnetic particle imaging x-space reconstruction,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.cnp5hqc8x,Data from: To hatch and hatch not: Rejecting the hypothesis that heterochrony in vestibular mechanosensing explains poor escape-hatching success of Agalychnis spurrelli in snake attacks compared with its congener A. callidryas,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.cnp5hqcdd,Recent replenishment of aliphatic organics on Ceres from a large subsurface reservoir,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.cp0p5,Data from: The morphometrics of “masculinity” in human faces,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.cp4j7,Data from: Dichoptic metacontrast masking functions to infer transmission delay in optic neuritis,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.cq5kp20f,Data from: The evolution of cranial form and function in theropod dinosaurs: insights from geometric morphometrics,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.cq612,Data from: Canine brachycephaly is associated with a retrotransposon-mediated missplicing of SMOC2,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.crjdfn3gg,Microtubule networks in zebrafish hair cells facilitate presynapse transport and fusion during development,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.cs604,Data from: Evidence accumulation and choice maintenance are dissociated in human perceptual decision making,exclude,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,,,high
10.5061/dryad.cvdncjtcw,Python code for Titan's spin state,exclude,"Paper, review, or software/code release without a distinct reusable eye-data resource.",,,high
10.5061/dryad.cz8w9gj61,Data from: Neuropeptide signalling shapes feeding and reproductive behaviours in male C. elegans,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.cz8w9gj6f,Variability due to climate and chemistry in observations of oxygenated Earth-analogue exoplanets: Simulations and results,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.d1k3b,Data from: Repeated eye reduction events reveal multiple pathways to degeneration in a family of marine snails,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.d2547d82g,Demographics for all four breeds of broiler chickens,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.d35s0,Data from: Changes in corneal biomechanical properties after long-term topical prostaglandin therapy,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.d4mb3pn,Data from: Axial length elongation and myopia incidence increase in primary school-age children: 3-year follow-up study,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.d51c5b057,Inelastic scattering of electrons in water from first principles: Cross sections and inelastic mean free path for use in Monte Carlo track-structure simulations of biological damage,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.d51c5b0hd,Data from: A combinatorial synthetic strategy for developing genome-editing protein-delivery agents targeting mouse retina,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.d7wm37pxf,Data from: Superposed epoch analysis of the energetic electron flux variations during CIRs measured by BD-IES,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.d9v38,Data from: The functional diversity of retinal ganglion cells in the mouse,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.dbrv15f9c,"Data from: Iris luojiensis (Iridaceae), a new species from Southwest China",exclude,Plant genus Iris search collision; not an ocular resource.,,,high
10.5061/dryad.dbrv15fbk,Influence of amyloid pathology on retina and dLGN in 5xFAD mouse model,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.dc1s8h3,Data from: Inbreeding reduces long-term growth of Alpine ibex populations,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.dk3q0,Data from: Th2 cytokines inhibit lymphangiogenesis,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.dncjsxkvk,Inference of nonlinear receptive field subunits with spike-triggered clustering,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.dncjsxkwn,Longitudinal changes in the retinal microstructures of eyes with chiasmal compression,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.dncjsxm6d,Observation of a Chern insulator in crystalline ABCA-tetralayer graphene with spin-orbit coupling,exclude,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",,,high
10.5061/dryad.dp062,Data from: Feeding the enemy: loss of nectar and nectaries to herbivores reduces tepal damage and increases pollinator attraction in Iris bulleyana,exclude,Plant genus Iris search collision; not an ocular resource.,,,high
10.5061/dryad.dp4kt5t,Data from: Daytime eyeshine contributes to pupil camouflage in a cryptobenthic marine fish,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.dv41ns253,"Retrieval of Ar, N2, O, and CO in the Martian thermosphere using dayglow limb observations by EMM EMUS",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.dz08kps7j,No-touch vs conventional vein harvesting in coronary artery bypass grafting: 3-year follow-up dataset from the multi-center randomized PATENCY trial,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.dz08kps8h,Improved methane mitigation potential and modulated methane cycling microbial communities in arable soil by compost addition,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.f1vhhmh0k,Evidence that long-distance dispersal of aquatic invertebrates by ducks increases with propagule size,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.f1vhhmh6z,Data from: A pulsar-helium star compact binary system formed by common envelope evolution,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.f1vhhmhb8,Data from: Phenotypic variation of lake charr ( Salvelinus namaycush ) in North America,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.f4qrfj6wp,Emergence of a geometric pattern of cell fates from tissue-scale mechanics in the Drosophila eye,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.f4qrfj730,"Loss of alpha Ba-crystallin, but not alpha A-crystallin, increases age-related cataract in the zebrafish lens",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.f5q10,Data from: A bird-like skull in a Triassic diapsid reptile increases heterogeneity of the morphological and phylogenetic radiation of Diapsida,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.f7m0cfxzb,Phylogenetically under‐dispersed gut microbiomes are not correlated with host genomic heterozygosity in a genetically diverse reptile community,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.f7m0cfz72,Code from: The retinal age gap: An affordable and highly accessible biomarker for population-wide disease screening across the globe,exclude,"Paper, review, or software/code release without a distinct reusable eye-data resource.",,,high
10.5061/dryad.fbg79cnt2,Summer land surface temperature from MODIS Aqua and Terra satellites for Houston in 2014 and Phoenix in 2003 at 1km resolution,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.fbg79cp80,Using optical flow temporal interpolation of satellite imagery to assist multi-sensor global cloud product composites,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.ffbg79csj,Data for the effect of optic flow cues on honeybee flight control in wind,exclude,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,,,high
10.5061/dryad.ffbg79d50,Eye saccades align optic flow with retinal specializations during object pursuit in freely moving ferrets,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.fn2z34v57,An annually resolved 5700-years storm archive reveals drivers of Caribbean cyclone frequency,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.fq48q,Data from: The genetic architecture of floral traits in Iris hexagona and Iris fulva,exclude,Plant genus Iris search collision; not an ocular resource.,,,high
10.5061/dryad.fqz612jpc,Orbit Image Analysis: an open-source whole slide image analysis tool,exclude,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",,,high
10.5061/dryad.fqz612jzm,Data from: Foraging mode constrains the evolution of cephalic horns in lizards and snakes,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.fqz612k5z,Coherent control of optical spin–orbit interactions,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.fttdz092b,DQ-1 Aerosols and Carbon Dioxide Lidar detects orbital data on power plant emissions,exclude,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",,,high
10.5061/dryad.fttdz0933,Data from: Development and patterning of a highly versatile visual system in spiders,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.fxpnvx0vw,"A bibliometric analysis of systematic reviews and meta-analyses in ophthalmology, from 2000 to 2020",exclude,"Paper, review, or software/code release without a distinct reusable eye-data resource.",,,high
10.5061/dryad.g183842,Data from: Changes in Eocene plant diversity and composition of the vegetation: the lacustrine archive of Messel (Germany),exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.g4q6pv3,Data from: Of puzzles and pavements: a quantitative exploration of leaf epidermal cell shape,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.g66247g,Data from: Boundary strength analysis: combining colour pattern geometry and coloured patch visual properties for use in predicting behaviour and fitness,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.g79cnp622,Data from: A Saturn-mass free-floating-planet event,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.g79cnp64g,Visual attention-related processes in desert locusts' collective-motion related decision making,exclude,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,,,high
10.5061/dryad.gb5mkkwzx,Seed dormancy types and germination response of 15 plant species in temperate montane peatlands,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.gf1vhhmsc,Rhesus macaque cone ratio heritability,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.gf1vhhn2x,Characterization of postsynaptic glutamate transporter functionality in the zebrafish retinal first synapse across different wavelengths,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.ghx3ffbws,HIDRA simulations and post-processing scripts for JGR: SP manuscript: characterization of N+ abundances in the terrestrial polar wind using the multiscale atmosphere-geospace environment,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.gmsbcc2p2,"Simple and complex, sexually dimorphic retinal mosaic of fritillary butterflies",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.gmsbcc2rj,"Data from: Rearing in strontium-enriched water induces vaterite otoliths in the Japanese rice fish, Oryzias latipes",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.gqnk98stm,"Data from: Allometric brain reduction in an insular, dwarfed population of black-tailed deer",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.gt410,Data from: The association of outdoor activity and age-related cataract in a rural population of Taizhou Eye Study: phase 1 report,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.gtht76hn6,Tracking wildlife energy dynamics with unoccupied aircraft systems and 3-dimensional photogrammetry,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.gv5k2j3,Data from: S-cone photoreceptors in the primate retina are functionally distinct from L and M cones,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.gxd2547q0,Supporting data for: Risk factors common to leading eye health conditions and major non-communicable diseases: A rapid review and commentary,exclude,"Paper, review, or software/code release without a distinct reusable eye-data resource.",,,high
10.5061/dryad.gxd25480h,Retinal polyunsaturated fatty acid supplementation reverses aging-related vision decline in mice,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.h18931zr2,Circuit mechanisms underlying embryonic retinal waves,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.h18931zxf,Caecilians maintain a functional long-wavelength-sensitive cone opsin gene despite signatures of relaxed selection and more than 200 million years of fossoriality,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.h2j2466,Data from: Cytoskeleton structure and total methylation of mouse cardiac and lung tissue during space flight,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.h44j0zpnp,"Accuracy of biomicroscopy, ultrasonography and spectral-domain OCT in detection of complete posterior vitreous detachment",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.h44j0zpv3,Utility index and vision related quality of life in patients awaiting specialist eye care,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.h544560,Data from: Observational study of clinical characteristics of dome-shaped macula in Chinese Han with high myopia at Zhongshan Ophthalmic Center,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.h5m04,"Data from: A new species of burnetiid (Therapsida, Burnetiamorpha) from the early Wuchiapingian of South Africa and implications for the evolutionary ecology of the family Burnetiidae.",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.h70rxwdjd,Data from: Landscape genetic analysis suggests stronger effects of past than current landscape structure on genetic patterns of Primula veris,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.h70rxwdtn,Data from: Light-sensitive Ca2+ signaling in the mammalian choroid,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.h70rxwdvs,Immunostaining images from CRC patients stained with AGR2 and SGTA antibodies,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.h70rxwdzk,Data from: Deep peptide recognition profiling decodes TCR specificity and enables disease-associated antigen discovery,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.h9w0vt4s2,Tadpoles rely on mechanosensory stimuli for communication when visual capabilities are poor,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.hc8037v,Image-derived models of cell organization changes during differentiation and drug treatments,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.hdr7sqvdz,A survey of small-scale waves and wave-like phenomena in Jupiter's atmosphere detected by JunoCam,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.hdr7sqvnz,Data from: Comparative LCA studies of simulated HMF-biorefineries from maize and miscanthus as an example of first- and second-generation biomass as a tool for process development,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.hf50r,Data from: An extracellular biochemical screen reveals that FLRTs and Unc5s mediate neuronal subtype recognition in the retina,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.hg000c2,Data from: Individual variation in the transmission of ultraviolet radiation in the young adult eye.,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.hhmgqnkdc,Self-organised criticality models,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.hhmgqnkjc,Corneal endothelial morphology of healthy myopic Malaysian children of Chinese ethnicity aged 8-9 years and its association with axial length,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.hn0dt,Data from: Assessing niche conservatism using a multiproxy approach: dietary ecology of extinct and extant spotted hyenas,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.hp60p89,Data from: Human macular Müller cells rely more on serine biosynthesis to combat oxidative stress than those from the periphery,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.ht76hdr9z,Influence of polydimethylsiloxane substrate stiffness on corneal epithelial cells,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.hx3ffbgmv,Data from: Inactivation of adenosine receptor 2A suppresses endothelial-to-mesenchymal transition and inhibits subretinal fibrosis in mice,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.j0zpc86kg,Plane wave ultrasound and OCT angiography of the eye in preeclampsia,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.j2641,Data from: Modeling angle-resolved photoemission of graphene and black phosphorus nano structures,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.j3tx95xqc,Data from: Immediate genetic augmentation and enhanced habitat connectivity are required to secure the future of an iconic endangered freshwater fish population,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.j3tx95xs2,Segmentations of 3D electron microscopy image volume from an albino mouse dorsal lateral geniculate nucleus,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.j58b5t4,Data from: Sexual selection in complex communities: integrating interspecific reproductive interference in structured populations,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.j6823nt,Data from: Does population structure predict the rate of speciation? A comparative test across Australia's most diverse vertebrate radiation,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
