record_id,canonical_name,verification_date,verification_level,official_source_checked,preferred_route_checked,preferred_route_type,resolved_destination,dataset_specific_page_confirmed_by_curator,current_route_visible,authentication_state,access_friction,availability_status,route_check_result,automated_probe_status,automated_probe_http_status,failure_or_limitation,curator,author_source_checked,source_terms_evidence_url,dataset_files_transferred_for_this_row,environment
acrima,ACRIMA: Glaucoma Optic Disc Fundus Database,2026-07-21,route_confirmed,https://figshare.com/s/c2d31f850af14c5b5232,https://figshare.com/s/c2d31f850af14c5b5232,official_repository,https://figshare.com/s/c2d31f850af14c5b5232,true,true,user_authentication_required,self_service_authenticated,available,author_source_checked,ok,202,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://figshare.com/s/c2d31f850af14c5b5232,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
idrid,IDRiD: Indian Diabetic Retinopathy Image Dataset,2026-07-21,route_confirmed,https://ieee-dataport.org/open-access/indian-diabetic-retinopathy-image-dataset-idrid,https://ieee-dataport.org/open-access/indian-diabetic-retinopathy-image-dataset-idrid,documented_manual_route,https://ieee-dataport.org/open-access/indian-diabetic-retinopathy-image-dataset-idrid,true,true,user_authentication_required,self_service_authenticated,available,author_source_checked,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://ieee-dataport.org/open-access/indian-diabetic-retinopathy-image-dataset-idrid,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
insegcat,InSegCat: Instance Segmentation for Cataract Surgery,2026-07-21,route_confirmed,https://ftp.itec.aau.at/datasets/ovid/InSegCat/,https://ftp.itec.aau.at/datasets/ovid/InSegCat/,documented_manual_route,https://ftp.itec.aau.at/datasets/ovid/InSegCat/,true,true,user_clickthrough_required,self_service_clickthrough,available,acquisition_route_verified,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://ftp.itec.aau.at/datasets/ovid/InSegCat/,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
intraretinal_cystoid_fluid,Intraretinal Cystoid Fluid OCT Segmentation Dataset,2026-07-21,route_confirmed,https://www.kaggle.com/datasets/zeeshanahmed13/intraretinal-cystoid-fluid,https://www.kaggle.com/datasets/zeeshanahmed13/intraretinal-cystoid-fluid,data_platform,https://www.kaggle.com/datasets/zeeshanahmed13/intraretinal-cystoid-fluid,true,true,api_token_required_not_stored,self_service_authenticated,available,author_source_checked,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://www.kaggle.com/datasets/zeeshanahmed13/intraretinal-cystoid-fluid,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
irfdrd,Iraqi Retinal Fundus Diabetic Retinopathy Dataset,2026-07-21,route_confirmed,https://zenodo.org/records/12552326,https://zenodo.org/records/12552326,official_repository,https://zenodo.org/records/12552326,true,true,user_authentication_required,self_service_authenticated,available,author_source_checked,platform_or_browser_route,403,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://zenodo.org/records/12552326,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
itec_iris_pupil,ITEC Iris and Pupil Segmentation Dataset,2026-08-02,route_confirmed,https://ftp.itec.aau.at/datasets/ovid/iris_pupil_seg/index.html,https://ftp.itec.aau.at/datasets/ovid/iris_pupil_seg/index.html,official_repository,https://ftp.itec.aau.at/datasets/ovid/iris_pupil_seg/index.html,true,true,manual_authorization_required,controlled_or_manual,available,official_metadata_and_file_listing_checked,ok,200,No data files were transferred during source confirmation.,EyeDataHub author team,true,https://ftp.itec.aau.at/datasets/ovid/iris_pupil_seg/index.html,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
jichi,Jichi Medical University Diabetic Retinopathy Dataset,2026-07-21,route_confirmed,https://doi.org/10.6084/m9.figshare.4879853,https://doi.org/10.6084/m9.figshare.4879853,official_repository,https://figshare.com/articles/figure/Davis_Grading_of_One_and_Concatenated_Figures/4879853,true,true,user_authentication_required,self_service_authenticated,available,author_source_checked,ok,202,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://doi.org/10.6084/m9.figshare.4879853,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
jrc_multimodal_vessels,JRC Multi-Modal Retinal Vessel Segmentation,2026-07-21,route_confirmed,https://zenodo.org/records/17874693,https://zenodo.org/records/17874693,documented_manual_route,https://zenodo.org/records/17874693,true,true,manual_authorization_required,controlled_or_manual,available,author_source_checked,platform_or_browser_route,403,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://zenodo.org/records/17874693,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
jsiec,JSIEC Fundus Photo Dataset,2026-07-21,route_confirmed,https://zenodo.org/record/3477553,https://zenodo.org/record/3477553,official_repository,https://zenodo.org/record/3477553,true,true,user_authentication_required,self_service_authenticated,available,author_source_checked,platform_or_browser_route,403,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://zenodo.org/record/3477553,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
justraigs,JustRAIGS: Just Referral AI Glaucoma Screening Dataset,2026-07-21,route_confirmed,https://zenodo.org/records/10035093,https://zenodo.org/records/10035093,official_repository,https://zenodo.org/records/10035093,true,true,user_authentication_required,self_service_clickthrough,available,author_source_checked,platform_or_browser_route,403,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://zenodo.org/records/10035093,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
keratoconus_detection_kaggle,Keratoconus Detection Corneal Maps,2026-07-21,route_confirmed,https://www.kaggle.com/datasets/elmehdi12/keratoconus-detection,https://www.kaggle.com/datasets/elmehdi12/keratoconus-detection,data_platform,https://www.kaggle.com/datasets/elmehdi12/keratoconus-detection,true,true,api_token_required_not_stored,self_service_authenticated,available,author_source_checked,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://www.kaggle.com/datasets/elmehdi12/keratoconus-detection,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
kermany_oct,Kermany OCT 2018: Retinal OCT Image Classification,2026-07-21,route_confirmed,https://www.kaggle.com/datasets/paultimothymooney/kermany2018,https://www.kaggle.com/datasets/paultimothymooney/kermany2018,data_platform,https://www.kaggle.com/datasets/paultimothymooney/kermany2018,true,true,api_token_required_not_stored,self_service_authenticated,available,author_source_checked,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://www.kaggle.com/datasets/paultimothymooney/kermany2018,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
lag,LAG: Large-scale Attention-based Glaucoma Database,2026-07-21,route_confirmed,https://github.com/smilell/AG-CNN,https://github.com/smilell/AG-CNN,documented_manual_route,https://github.com/smilell/AG-CNN,true,true,author_correspondence_required,author_contact,available,author_source_checked,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://github.com/smilell/AG-CNN,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
leops_erg,LEOPs Light-Adapted Electroretinogram and Oscillatory Potentials Dataset,2026-07-21,route_confirmed,https://data.mendeley.com/datasets/w3yx7hdds7/1,https://data.mendeley.com/datasets/w3yx7hdds7/1,official_repository,https://data.mendeley.com/datasets/w3yx7hdds7/1,true,true,user_authentication_required,self_service_authenticated,available,author_source_checked,platform_or_browser_route,403,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://data.mendeley.com/datasets/w3yx7hdds7/1,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
lmod_cataract_1k,LMOD-Cataract-1K,2026-07-21,route_confirmed,https://huggingface.co/datasets/mehti/LMOD-Cataract-1K,https://huggingface.co/datasets/mehti/LMOD-Cataract-1K,data_platform,https://huggingface.co/datasets/mehti/LMOD-Cataract-1K,true,true,api_token_required_not_stored,self_service_authenticated,available,author_source_checked,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://huggingface.co/datasets/mehti/LMOD-Cataract-1K,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
lmod_cataract_1k_cot,Cataract-1K Surgical Analysis Chain-of-Thought Dataset,2026-07-21,route_confirmed,https://huggingface.co/datasets/mehti/LMOD-Cataract-1K-surgical-analysis-cot,https://huggingface.co/datasets/mehti/LMOD-Cataract-1K-surgical-analysis-cot,data_platform,https://huggingface.co/datasets/mehti/LMOD-Cataract-1K-surgical-analysis-cot,true,true,api_token_required_not_stored,self_service_authenticated,available,author_source_checked,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://huggingface.co/datasets/mehti/LMOD-Cataract-1K-surgical-analysis-cot,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
lmod_plus,LMOD+ Multimodal Ophthalmology Benchmark,2026-07-21,route_confirmed,https://kfzyqin.github.io/lmod_plus/,https://yaleedu-my.sharepoint.com/,official_cloud_file_share,https://kfzyqin.github.io/lmod_plus/,true,true,unauthenticated,anonymous_direct,available,acquisition_route_verified,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://kfzyqin.github.io/lmod_plus/,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
lpw,LPW Labelled Pupils in the Wild,2026-07-21,route_confirmed,https://www.mpi-inf.mpg.de/de/departments/computer-vision-and-machine-learning/research/gaze-based-human-computer-interaction/labelled-pupils-in-the-wild-lpw/,https://www.mpi-inf.mpg.de/de/departments/computer-vision-and-machine-learning/research/gaze-based-human-computer-interaction/labelled-pupils-in-the-wild-lpw/,documented_manual_route,https://www.mpi-inf.mpg.de/de/departments/computer-vision-and-machine-learning/research/gaze-based-human-computer-interaction/labelled-pupils-in-the-wild-lpw/,true,true,unauthenticated,anonymous_direct,available,acquisition_route_verified,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://www.mpi-inf.mpg.de/de/departments/computer-vision-and-machine-learning/research/gaze-based-human-computer-interaction/labelled-pupils-in-the-wild-lpw/,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
maetschke_glaucoma_oct,OCT Volumes for Glaucoma Detection,2026-07-21,route_confirmed,https://doi.org/10.5281/zenodo.1481223,https://doi.org/10.5281/zenodo.1481223,official_repository,https://zenodo.org/record/1481223,true,true,user_authentication_required,self_service_authenticated,available,author_source_checked_with_probe_limitation,forbidden,403,Author-conducted source check; transfer completeness was evaluated separately. Automated probe status: forbidden; reachability alone was not used to classify access.,EyeDataHub author team,true,https://doi.org/10.5281/zenodo.1481223,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
maples_dr,MAPLES-DR: Montreal Annotation Project for DR,2026-07-21,route_confirmed,https://doi.org/10.6084/m9.figshare.24328660,https://doi.org/10.6084/m9.figshare.24328660,official_repository,https://figshare.com/articles/dataset/_b_MAPLES-DR_b_MESSIDOR_Anatomical_and_Pathological_Labels_for_Explainable_Screening_of_Diabetic_Retinopathy/24328660,true,true,user_authentication_required,self_service_authenticated,available,author_source_checked,ok,202,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://doi.org/10.6084/m9.figshare.24328660,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mario,MARIO: AMD-Progression Longitudinal OCT (MICCAI 2024),2026-07-21,route_confirmed,https://zenodo.org/records/15270469,https://zenodo.org/records/15270469,official_repository,https://zenodo.org/records/15270469,true,true,user_authentication_required,self_service_authenticated,available,author_source_checked,platform_or_browser_route,403,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://zenodo.org/records/15270469,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mbrset,mBRSET: Mobile Brazilian Retinal Dataset,2026-07-21,route_confirmed,https://physionet.org/content/mbrset/1.0/,https://physionet.org/content/mbrset/1.0/,data_platform,https://physionet.org/content/mbrset/1.0/,true,true,user_authentication_required,controlled_or_manual,available,author_source_checked,ok,200,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://physionet.org/content/mbrset/1.0/,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mcoa,MCOA: Multimodal Corneal Opacity Assessment Dataset,2026-07-21,route_confirmed,https://doi.org/10.6084/m9.figshare.28123088.v1,https://doi.org/10.6084/m9.figshare.28123088.v1,official_repository,https://springernature.figshare.com/articles/dataset/MCOA_A_Comprehensive_Multimodal_Dataset_for_Advancing_Deep_Learning_in_Corneal_Opacity_Assessment/28123088/1,true,true,user_authentication_required,self_service_authenticated,available,author_source_checked,ok,202,Author-conducted source check; transfer completeness was evaluated separately.,EyeDataHub author team,true,https://doi.org/10.6084/m9.figshare.28123088.v1,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_3_year_follow_up_optic_neuritis,a 3-year follow-up of optic neuritis phenotypes in Chinese cohort,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/zvb55v8mzw,https://data.mendeley.com/datasets/zvb55v8mzw,official_repository,https://data.mendeley.com/datasets/zvb55v8mzw/1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/zvb55v8mzw,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_adjuvant_ketorolac_dexamethasone_hypoxic_human_retinal,Adjuvant Ketorolac and Dexamethasone + Hypoxic Human Retinal Pigment Epithelium (RPE) and Endothelial Cells (HREC),2026-08-02,route_confirmed,https://data.mendeley.com/datasets/xzf382pby9,https://data.mendeley.com/datasets/xzf382pby9,official_repository,https://data.mendeley.com/datasets/xzf382pby9/1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/xzf382pby9,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_analysis_macular_pigment_carotenoids_human_blood,Analysis of macular pigment carotenoids in human blood serum of glaucoma patients as a measure of ocular health: A Raman spectroscopic study,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/8pwpbcrjd8,https://data.mendeley.com/datasets/8pwpbcrjd8,official_repository,https://data.mendeley.com/datasets/8pwpbcrjd8/1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/8pwpbcrjd8,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_annotated_infant_fundus_images_object_detection,Annotated Infant Fundus Images for Object Detection of Key Structures (Optic Disk and Macula),2026-08-02,route_confirmed,https://data.mendeley.com/datasets/9kvk7nkhx6,https://data.mendeley.com/datasets/9kvk7nkhx6,official_repository,https://data.mendeley.com/datasets/9kvk7nkhx6/4,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/9kvk7nkhx6,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_application_machine_learning_detecting_iron_deficiency,Application of Machine Learning in Detecting Iron Deficiency Anemia Using  Conjunctiva image Dataset from Ghana,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/nt7r8hv2pz,https://data.mendeley.com/datasets/nt7r8hv2pz,official_repository,https://data.mendeley.com/datasets/nt7r8hv2pz,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/nt7r8hv2pz,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_biochemical_parameters_tear_fluid_chemical_burns,Dataset of biochemical parameters of tear fluid in chemical burns,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/zhk775h6n4,https://data.mendeley.com/datasets/zhk775h6n4,official_repository,https://data.mendeley.com/datasets/zhk775h6n4/1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/zhk775h6n4,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_biomechanical_properties_adult_patients_high_myopia,"Biomechanical properties of adult patients with high myopia after implantable collamer lens (ICL, V4) implantation",2026-08-02,route_confirmed,https://data.mendeley.com/datasets/yry4r9y9v5,https://data.mendeley.com/datasets/yry4r9y9v5,official_repository,https://data.mendeley.com/datasets/yry4r9y9v5/1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/yry4r9y9v5,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_blinking_its_relationship_ocular_surface_digital,Blinking and its relationship with the ocular surface and digital device use in school aged children ,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/vyb5fv6ppp,https://data.mendeley.com/datasets/vyb5fv6ppp,official_repository,https://data.mendeley.com/datasets/vyb5fv6ppp/1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/vyb5fv6ppp,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_cell_types_human_retina_its_organoids,Cell types of the human retina and its organoids at single-cell resolution. Cowan et al,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/sm67hr5bpm,https://data.mendeley.com/datasets/sm67hr5bpm,official_repository,https://data.mendeley.com/datasets/sm67hr5bpm/1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/sm67hr5bpm,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_changes_retinal_photosensitivity_diabetic_retinopathy_therapy,Changes in retinal photosensitivity in diabetic retinopathy therapy,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/tsf8b4yj3j,https://data.mendeley.com/datasets/tsf8b4yj3j,official_repository,https://data.mendeley.com/datasets/tsf8b4yj3j/1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/tsf8b4yj3j,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_chemical_reprogramming_fibroblasts_into_functional_retinal,Chemical Reprogramming of Fibroblasts into Functional Retinal Pigment Epithelium Cells,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/sg2rywwwxb,https://data.mendeley.com/datasets/sg2rywwwxb,official_repository,https://data.mendeley.com/datasets/sg2rywwwxb/1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/sg2rywwwxb,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_code_manuscript_fixational_eye_movements_as,Data and code for manuscript: Fixational eye movements as active sensation for high visual acuity,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/p7dyyrfds6,https://data.mendeley.com/datasets/p7dyyrfds6,official_repository,https://data.mendeley.com/datasets/p7dyyrfds6/2,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/p7dyyrfds6,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_comparison_aqueous_humor_levels_plgf_vegf,Data for: Comparison of aqueous humor levels of PlGF and VEGF in proliferative diabetic retinopathy before and after intravitreal conbercept injection,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/wtcc9fcjdy,https://data.mendeley.com/datasets/wtcc9fcjdy,official_repository,https://data.mendeley.com/datasets/wtcc9fcjdy/1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/wtcc9fcjdy,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_comparison_ocular_biometry_using_new_opticalcoherence,Comparison of ocular biometry using new OpticalCoherence Tomography-based Optical Biometer with Other Device. ,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/kwv73shvxh,https://data.mendeley.com/datasets/kwv73shvxh,official_repository,https://data.mendeley.com/datasets/kwv73shvxh/1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/kwv73shvxh,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_comparison_retinal_choroidal_vascular_changes_via,Comparison of retinal and choroidal vascular changes via optical coherence tomography angiography between Pseudoexfoliative glaucoma and Pseudoexfoliative syndrome and control group,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/3m8fcfmp9j,https://data.mendeley.com/datasets/3m8fcfmp9j,official_repository,https://data.mendeley.com/datasets/3m8fcfmp9j/1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/3m8fcfmp9j,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_conjunctival_melanoma_detection_using_deep_learning,Conjunctival melanoma detection using deep learning in smartphone images,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/t75wjsw6bw,https://data.mendeley.com/datasets/t75wjsw6bw,official_repository,https://data.mendeley.com/datasets/t75wjsw6bw/2,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/t75wjsw6bw,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_contrast_sensitivity_visual_acuity_multifocal_contact,Data for: Contrast sensitivity and visual acuity with multifocal contact lenses with high additions dedicated for myopia progression control ,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/j5cw4wn23y,https://data.mendeley.com/datasets/j5cw4wn23y,official_repository,https://data.mendeley.com/datasets/j5cw4wn23y/1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/j5cw4wn23y,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_corneal_higher_order_aberrations_stevens_johnson,Data for: Corneal Higher-order Aberrations in Stevens-Johnson Syndrome and Toxic Epidermal Necrolysis,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/2k96xky4rf,https://data.mendeley.com/datasets/2k96xky4rf,official_repository,https://data.mendeley.com/datasets/2k96xky4rf/1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/2k96xky4rf,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_corneal_refractive_parameters_age_patients_without,corneal refractive parameters with age in patients without corneal diseases based on Fourier analysis ,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/yr8hbwmsvy,https://data.mendeley.com/datasets/yr8hbwmsvy,official_repository,https://data.mendeley.com/datasets/yr8hbwmsvy/1,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/yr8hbwmsvy,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_cp_anemic_conjunctival_pallor_ghana,CP-AnemiC (A Conjunctival Pallor) Dataset from Ghana,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/m53vz6b7fx,https://data.mendeley.com/datasets/m53vz6b7fx,official_repository,https://data.mendeley.com/datasets/m53vz6b7fx,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/m53vz6b7fx,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
mendeley_cust_iris,CUST-Iris,2026-08-02,route_confirmed,https://data.mendeley.com/datasets/3j6skjpsng,https://data.mendeley.com/datasets/3j6skjpsng,official_repository,https://data.mendeley.com/datasets/3j6skjpsng/2,true,true,api_token_required_not_stored,self_service_authenticated,available,official_metadata_or_file_listing_checked,platform_or_browser_route,403,Official Mendeley record and available metadata or file-listing evidence reviewed; no files are distributed by EyeDataHub.,EyeDataHub author team,true,https://data.mendeley.com/datasets/3j6skjpsng,not_assessed_in_access_verification_log,Windows | Python 3.13.13 | EyeDataHub 0.7.0
